security,name,file,status,rows
OCC AT Equity,Orthocell Ltd,OCC-AT-Equity.csv,downloaded,1580
OCL AT Equity,Objective Corp Ltd,OCL-AT-Equity.csv,downloaded,3189
OML AT Equity,oOh!media Ltd,OML-AT-Equity.csv,downloaded,1521
ONE AT Equity,Oneview Healthcare PLC,ONE-AT-Equity.csv,downloaded,975
ORA AT Equity,Orora Ltd,ORA-AT-Equity.csv,downloaded,1781
ORG AT Equity,Origin Energy Ltd,ORG-AT-Equity.csv,downloaded,5300
ORI AT Equity,Orica Ltd,ORI-AT-Equity.csv,downloaded,5309
PAC AT Equity,Pacific Current Group Ltd,PAC-AT-Equity.csv,downloaded,4785
PDI AT Equity,Predictive Discovery Ltd,PDI-AT-Equity.csv,downloaded,1917
PDN AT Equity,Paladin Energy Ltd,PDN-AT-Equity.csv,downloaded,4914
PEN AT Equity,Peninsula Energy Ltd,PEN-AT-Equity.csv,downloaded,4859
PFP AT Equity,Propel Funeral Partners Ltd,PFP-AT-Equity.csv,downloaded,786
PGC AT Equity,Paragon Care Ltd,PGC-AT-Equity.csv,downloaded,4013
PLA AT Equity,Pacific Lime and Cement Ltd,PLA-AT-Equity.csv,downloaded,450
PLS AT Equity,PLS Group Ltd,PLS-AT-Equity.csv,downloaded,2045
PME AT Equity,Pro Medicus Ltd,PME-AT-Equity.csv,downloaded,4391
PMT AT Equity,PMET Resources Inc,PMT-AT-Equity.csv,too_short,0
PMV AT Equity,Premier Investments Ltd,PMV-AT-Equity.csv,downloaded,4199
PNI AT Equity,Pinnacle Investment Management,PNI-AT-Equity.csv,downloaded,2864
PNR AT Equity,Pantoro Gold Ltd,PNR-AT-Equity.csv,downloaded,3779
PNV AT Equity,PolyNovo Ltd,PNV-AT-Equity.csv,downloaded,5090
POL AT Equity,Polymetals Resources Ltd,POL-AT-Equity.csv,too_short,0
PPC AT Equity,Peet Ltd,PPC-AT-Equity.csv,downloaded,4106
PPM AT Equity,Pepper Money Ltd/Australia,PPM-AT-Equity.csv,too_short,0
PPS AT Equity,Praemium Ltd,PPS-AT-Equity.csv,downloaded,3369
PPT AT Equity,Perpetual Ltd,PPT-AT-Equity.csv,downloaded,5314
PRN AT Equity,Perenti Ltd,PRN-AT-Equity.csv,downloaded,5182
PRU AT Equity,Perseus Mining Ltd,PRU-AT-Equity.csv,downloaded,3954
PWH AT Equity,PWR Holdings Ltd,PWH-AT-Equity.csv,downloaded,1295
PWR AT Equity,Peter Warren Automotive Holdin,PWR-AT-Equity.csv,too_short,0
PXA AT Equity,PEXA Group Ltd,PXA-AT-Equity.csv,too_short,0
PYC AT Equity,PYC Therapeutics Ltd,PYC-AT-Equity.csv,downloaded,3432
QAL AT Equity,Qualitas Ltd,QAL-AT-Equity.csv,too_short,0
QAN AT Equity,Qantas Airways Ltd,QAN-AT-Equity.csv,downloaded,5307
QBE AT Equity,QBE Insurance Group Ltd,QBE-AT-Equity.csv,downloaded,5306
QOR AT Equity,Qoria Ltd,QOR-AT-Equity.csv,downloaded,1045
QRI AT Equity,Qualitas Real Estate Income Fu,QRI-AT-Equity.csv,downloaded,527
QUB AT Equity,Qube Holdings Ltd,QUB-AT-Equity.csv,downloaded,3520
RAC AT Equity,Racura Oncology Ltd,RAC-AT-Equity.csv,downloaded,993
RDX AT Equity,Redox Ltd/Australia,RDX-AT-Equity.csv,too_short,0
RDY AT Equity,ReadyTech Holdings Ltd,RDY-AT-Equity.csv,downloaded,427
REA AT Equity,REA Group Ltd,REA-AT-Equity.csv,downloaded,5021
REG AT Equity,Regis Healthcare Ltd,REG-AT-Equity.csv,downloaded,1580
REH AT Equity,Reece Ltd,REH-AT-Equity.csv,downloaded,4161
REP AT Equity,RAM Essential Services Propert,REP-AT-Equity.csv,too_short,0
RFF AT Equity,Rural Funds Trust,RFF-AT-Equity.csv,downloaded,1728
RGN AT Equity,Region Group,RGN-AT-Equity.csv,downloaded,2046
RHC AT Equity,Ramsay Health Care Ltd,RHC-AT-Equity.csv,downloaded,5306
RHI AT Equity,Red Hill Minerals Ltd,RHI-AT-Equity.csv,downloaded,1581
RIC AT Equity,Ridley Corp Ltd,RIC-AT-Equity.csv,downloaded,5313
RIO AT Equity,Rio Tinto Ltd,RIO-AT-Equity.csv,downloaded,5314
RIV AT Equity,Rivco Australia Ltd,RIV-AT-Equity.csv,downloaded,1023
RMC AT Equity,Resimac Group Ltd,RMC-AT-Equity.csv,downloaded,3276
RMD AT Equity,ResMed Inc,RMD-AT-Equity.csv,downloaded,5314
RMS AT Equity,Ramelius Resources Ltd,RMS-AT-Equity.csv,downloaded,4282
RPL AT Equity,Regal Partners Ltd,RPL-AT-Equity.csv,downloaded,391
RRL AT Equity,Regis Resources Ltd,RRL-AT-Equity.csv,downloaded,4403
RSG AT Equity,Resolute Mining Ltd,RSG-AT-Equity.csv,downloaded,5243
RWC AT Equity,Reliance Worldwide Corp Ltd,RWC-AT-Equity.csv,downloaded,1184
RXL AT Equity,Rox Resources Ltd/Australia,RXL-AT-Equity.csv,downloaded,3677
RXR AT Equity,Robex Resources Inc,RXR-AT-Equity.csv,too_short,0
S32 AT Equity,South32 Ltd,S32-AT-Equity.csv,downloaded,1427
SBM AT Equity,St Barbara Ltd,SBM-AT-Equity.csv,downloaded,5290
SCG AT Equity,Scentre Group,SCG-AT-Equity.csv,downloaded,1654
SDF AT Equity,Steadfast Group Ltd,SDF-AT-Equity.csv,downloaded,1875
SDR AT Equity,SiteMinder Ltd,SDR-AT-Equity.csv,too_short,0
SEK AT Equity,SEEK Ltd,SEK-AT-Equity.csv,downloaded,3976
SFC AT Equity,Schaffer Corp Ltd,SFC-AT-Equity.csv,downloaded,3745
SFR AT Equity,Sandfire Resources Ltd,SFR-AT-Equity.csv,downloaded,3913
SGH AT Equity,SGH Ltd,SGH-AT-Equity.csv,downloaded,5314
SGLLV AT Equity,Ricegrowers Ltd,SGLLV-AT-Equity.csv,downloaded,415
SGM AT Equity,Sims Ltd,SGM-AT-Equity.csv,downloaded,5313
SGP AT Equity,Stockland,SGP-AT-Equity.csv,downloaded,5310
SGQ AT Equity,St George Mining Ltd,SGQ-AT-Equity.csv,downloaded,2121
SGR AT Equity,Star Entertainment Grp Ltd/The,SGR-AT-Equity.csv,downloaded,2420
SHA AT Equity,Shape Australia Pty Ltd,SHA-AT-Equity.csv,too_short,0
SHL AT Equity,Sonic Healthcare Ltd,SHL-AT-Equity.csv,downloaded,5310
SHV AT Equity,Select Harvests Ltd,SHV-AT-Equity.csv,downloaded,5153
SIG AT Equity,Sigma Healthcare Ltd,SIG-AT-Equity.csv,downloaded,4560
SIQ AT Equity,SmartGroup Corp Ltd,SIQ-AT-Equity.csv,downloaded,1646
SKC AT Equity,SKYCITY Entertainment Group Lt,SKC-AT-Equity.csv,downloaded,4460
SKS AT Equity,SKS Technologies Group Ltd,SKS-AT-Equity.csv,downloaded,764
SLC AT Equity,Superloop Ltd,SLC-AT-Equity.csv,downloaded,1402
SLD AT Equity,Saluda Medical Inc,SLD-AT-Equity.csv,too_short,0
SLX AT Equity,Silex Systems Ltd,SLX-AT-Equity.csv,downloaded,5291
SMI AT Equity,Santana Minerals Ltd,SMI-AT-Equity.csv,downloaded,1242
SMR AT Equity,Stanmore Resources Ltd,SMR-AT-Equity.csv,downloaded,2593
SNL AT Equity,Supply Network Ltd,SNL-AT-Equity.csv,downloaded,2594
SOL AT Equity,Washington H Soul Pattinson &,SOL-AT-Equity.csv,too_short,0
SPD AT Equity,Southern Palladium Ltd,SPD-AT-Equity.csv,too_short,0
SPK AT Equity,Spark New Zealand Ltd,SPK-AT-Equity.csv,downloaded,5315
SPZ AT Equity,Smart Parking Ltd,SPZ-AT-Equity.csv,downloaded,1750
SRG AT Equity,SRG Global Ltd,SRG-AT-Equity.csv,downloaded,2916
SRL AT Equity,Sunrise Energy Metals Ltd,SRL-AT-Equity.csv,downloaded,2819
SRV AT Equity,Servcorp Ltd,SRV-AT-Equity.csv,downloaded,4898
SS1 AT Equity,Sun Silver Ltd,SS1-AT-Equity.csv,too_short,0
SSM AT Equity,Service Stream Ltd,SSM-AT-Equity.csv,downloaded,4001
SST AT Equity,Steamships Trading Co Ltd,SST-AT-Equity.csv,downloaded,1368
STK AT Equity,Strickland Metals Ltd,STK-AT-Equity.csv,downloaded,2578
STN AT Equity,Saturn Metals Ltd,STN-AT-Equity.csv,downloaded,536
STO AT Equity,Santos Ltd,STO-AT-Equity.csv,downloaded,5308
STX AT Equity,Strike Energy Ltd,STX-AT-Equity.csv,downloaded,4104
SUL AT Equity,Super Retail Group Ltd,SUL-AT-Equity.csv,downloaded,4169
SUN AT Equity,Suncorp Group Ltd,SUN-AT-Equity.csv,downloaded,5308
SVL AT Equity,Silver Mines Ltd,SVL-AT-Equity.csv,downloaded,2952
SVM AT Equity,Sovereign Metals Ltd,SVM-AT-Equity.csv,downloaded,2186
SVR AT Equity,Solvar Ltd,SVR-AT-Equity.csv,downloaded,2371
SX2 AT Equity,Southern Cross Gold Consolidat,SX2-AT-Equity.csv,too_short,0
SXE AT Equity,Southern Cross Electrical Engi,SXE-AT-Equity.csv,downloaded,2973
SXL AT Equity,Southern Cross Media Group Ltd,SXL-AT-Equity.csv,downloaded,3812
SYL AT Equity,Symal Group Ltd,SYL-AT-Equity.csv,too_short,0
SYR AT Equity,Syrah Resources Ltd,SYR-AT-Equity.csv,downloaded,2757
TAH AT Equity,Tabcorp Holdings Ltd,TAH-AT-Equity.csv,downloaded,5303
TBN AT Equity,Tamboran Resources Corp,TBN-AT-Equity.csv,too_short,0
TBR AT Equity,Tribune Resources Ltd,TBR-AT-Equity.csv,downloaded,3822
TCG AT Equity,Turaco Gold Ltd,TCG-AT-Equity.csv,downloaded,2469
TCL AT Equity,Transurban Group,TCL-AT-Equity.csv,downloaded,5296
TEA AT Equity,Tasmea Ltd,TEA-AT-Equity.csv,too_short,0
TGM AT Equity,Theta Gold Mines Ltd,TGM-AT-Equity.csv,downloaded,1615
TGN AT Equity,Tungsten Mining NL,TGN-AT-Equity.csv,downloaded,1061
TLC AT Equity,Lottery Corp Ltd/The,TLC-AT-Equity.csv,too_short,0
TLS AT Equity,Telstra Group Ltd,TLS-AT-Equity.csv,downloaded,5315
TLX AT Equity,Telix Pharmaceuticals Ltd,TLX-AT-Equity.csv,downloaded,786
TNE AT Equity,Technology One Ltd,TNE-AT-Equity.csv,downloaded,5295
TOK AT Equity,Tolu Minerals Ltd,TOK-AT-Equity.csv,too_short,0
TPG AT Equity,TPG Telecom Ltd,TPG-AT-Equity.csv,downloaded,131
TPW AT Equity,Temple & Webster Group Ltd,TPW-AT-Equity.csv,downloaded,1078
TRE AT Equity,Toubani Resources Ltd,TRE-AT-Equity.csv,too_short,0
TTM AT Equity,Titan Minerals Ltd,TTM-AT-Equity.csv,downloaded,2590
TTT AT Equity,Titomic Ltd,TTT-AT-Equity.csv,downloaded,824
TUA AT Equity,Tuas Ltd,TUA-AT-Equity.csv,downloaded,131
TVN AT Equity,Tivan Ltd,TVN-AT-Equity.csv,downloaded,4571
TWE AT Equity,Treasury Wine Estates Ltd,TWE-AT-Equity.csv,downloaded,2440
TYR AT Equity,Tyro Payments Ltd,TYR-AT-Equity.csv,downloaded,271
UNI AT Equity,Universal Store Holdings Ltd,UNI-AT-Equity.csv,too_short,31
UOS AT Equity,United Overseas Australia Ltd,UOS-AT-Equity.csv,downloaded,2760
USL AT Equity,Unico Silver Ltd,USL-AT-Equity.csv,downloaded,581
VAU AT Equity,Vault Minerals Ltd,VAU-AT-Equity.csv,downloaded,4777
VCX AT Equity,Vicinity Ltd,VCX-AT-Equity.csv,downloaded,3873
VEA AT Equity,Viva Energy Group Ltd,VEA-AT-Equity.csv,downloaded,628
VGN AT Equity,Virgin Australia Holdings Ltd,VGN-AT-Equity.csv,too_short,0
VNT AT Equity,Ventia Services Group Pty Ltd,VNT-AT-Equity.csv,too_short,0
VSL AT Equity,Vulcan Steel Ltd,VSL-AT-Equity.csv,too_short,0
VUL AT Equity,Vulcan Energy Resources Ltd,VUL-AT-Equity.csv,downloaded,508
VYS AT Equity,Vysarn Ltd,VYS-AT-Equity.csv,downloaded,1984
WA1 AT Equity,WA1 Resources Ltd,WA1-AT-Equity.csv,too_short,0
WAF AT Equity,West African Resources Ltd,WAF-AT-Equity.csv,downloaded,2334
WBC AT Equity,Westpac Banking Corp,WBC-AT-Equity.csv,downloaded,5309
WBT AT Equity,Weebit Nano Ltd,WBT-AT-Equity.csv,downloaded,1834
WC8 AT Equity,Wildcat Resources Ltd,WC8-AT-Equity.csv,downloaded,2275
WDS AT Equity,Woodside Energy Group Ltd,WDS-AT-Equity.csv,downloaded,5308
WEB AT Equity,WEB Travel Group Ltd,WEB-AT-Equity.csv,downloaded,5038
WES AT Equity,Wesfarmers Ltd,WES-AT-Equity.csv,downloaded,5303
WGN AT Equity,Wagners Holding Co Ltd,WGN-AT-Equity.csv,downloaded,773
WGX AT Equity,Westgold Resources Ltd,WGX-AT-Equity.csv,downloaded,3434
WHC AT Equity,Whitehaven Coal Ltd,WHC-AT-Equity.csv,downloaded,3437
WIA AT Equity,WIA Gold Ltd,WIA-AT-Equity.csv,downloaded,1556
WJL AT Equity,Webjet Group Ltd,WJL-AT-Equity.csv,too_short,0
WOR AT Equity,Worley Ltd,WOR-AT-Equity.csv,downloaded,4565
WOW AT Equity,Woolworths Group Ltd,WOW-AT-Equity.csv,downloaded,5313
WPR AT Equity,Waypoint REIT Ltd,WPR-AT-Equity.csv,downloaded,1117
WRK AT Equity,WRKR LTD,WRK-AT-Equity.csv,downloaded,639
WTC AT Equity,WiseTech Global Ltd,WTC-AT-Equity.csv,downloaded,1196
WWIDA AT Equity,West Wits Mining Ltd,WWIDA-AT-Equity.csv,downloaded,2158
XRF AT Equity,XRF Scientific Ltd,XRF-AT-Equity.csv,downloaded,2604
XRO AT Equity,Xero Ltd,XRO-AT-Equity.csv,downloaded,2061
XYZ AT Equity,Block Inc,XYZ-AT-Equity.csv,too_short,0
YAL AT Equity,Yancoal Australia Ltd,YAL-AT-Equity.csv,downloaded,1932
ZIM AT Equity,Zimplats Holdings Ltd,ZIM-AT-Equity.csv,downloaded,3696
ZIP AT Equity,Zip Co Ltd,ZIP-AT-Equity.csv,downloaded,2079
