timestamps,open,high,low,close,volume,amount
2010-01-04 00:00:00,9.1736583783223,9.274595888383988,9.1736583783223,9.245479583740234,336000,3106481.1401367188
2010-01-05 00:00:00,9.239658633978957,9.261010163260623,9.19113083231827,9.253246307373049,226000,2091233.6654663088
2010-01-06 00:00:00,9.243536578664896,9.2687709506071,9.181421130377132,9.206655502319336,219500,2020860.8827590945
2010-01-07 00:00:00,9.18336383252922,9.195010539138066,9.12318933598194,9.160070419311523,219500,2010635.4570388792
2010-01-08 00:00:00,9.144540335820096,9.229949195546444,9.130952667862546,9.220243453979492,230500,2125266.116142273
2010-01-11 00:00:00,9.224128120684668,9.237715792678856,9.146484016263372,9.181424140930176,176000,1615930.648803711
2010-01-12 00:00:00,9.101837418690408,9.103778382109605,9.006722806425202,9.035840034484863,189000,1707773.7665176392
2010-01-13 00:00:00,9.055249528917267,9.169774687491126,9.055249528917267,9.148422241210938,57000,521460.06774902344
2010-01-14 00:00:00,9.14065963432084,9.243538102181532,9.134835818364063,9.233832359313965,440000,4062886.238098145
2010-01-15 00:00:00,9.239659800154554,9.26295229634796,9.090194448364077,9.16395664215088,135000,1237134.146690369
2010-01-19 00:00:00,9.163952661142275,9.26683112467154,9.142600212850734,9.26100730895996,233000,2157814.702987671
2010-01-20 00:00:00,9.171718238376696,9.171718238376696,8.991195652429516,9.13483715057373,216000,1973124.8245239255
2010-01-21 00:00:00,9.14648203961316,9.210538458197007,8.985370974272588,9.02225112915039,408500,3685589.5862579346
2010-01-22 00:00:00,9.022252725388634,9.022252725388634,8.754381223546037,8.769909858703613,256500,2249481.878757477
2010-01-25 00:00:00,8.818438100962853,8.828142919934631,8.723323470313462,8.766027450561523,297500,2607893.166542053
2010-01-26 00:00:00,8.752440960688137,8.841731786425102,8.707796010615091,8.75632381439209,128000,1120809.4482421875
2010-01-27 00:00:00,8.723320230272696,8.802905269826047,8.688380118179616,8.785435676574707,1845000,16209128.823280334
2010-01-28 00:00:00,8.773788959744572,8.785435663758609,8.558326323870489,8.649558067321777,287000,2482423.16532135
2010-01-29 00:00:00,8.694207795791028,8.707795468932439,8.48650984520744,8.50592041015625,827500,7038649.139404297
2010-02-01 00:00:00,8.53308751608795,8.599084854125977,8.509794120171017,8.599084854125977,453000,3895385.4389190674
2010-02-02 00:00:00,8.608795348857997,8.682557501506443,8.556385641868427,8.663146018981934,248500,2152791.7857170105
2010-02-03 00:00:00,8.612677781885992,8.688380902123079,8.612677781885992,8.66702938079834,229000,1984749.72820282
2010-02-04 00:00:00,8.601035460080606,8.610740280224865,8.4069242477417,8.4069242477417,459500,3862981.691837311
2010-02-05 00:00:00,8.42051116459542,8.469038963317871,8.311809784024272,8.469038963317871,519000,4395431.221961975
2010-02-08 00:00:00,8.463211349160638,8.5000924185859,8.412742614746094,8.412742614746094,191500,1611040.210723877
2010-02-09 00:00:00,8.463216071754749,8.523389653603445,8.385571964035137,8.469038963317871,280500,2375565.429210663
2010-02-10 00:00:00,8.480683232852066,8.502035680290417,8.40498011076028,8.449625968933105,717500,6062606.632709503
2010-02-11 00:00:00,8.447686057399105,8.583562760949745,8.408863084281068,8.552505493164062,173000,1479583.4503173828
2010-02-12 00:00:00,8.465157508211364,8.548624512153989,8.437982161551403,8.544742584228516,630500,5387460.199356079
2010-02-16 00:00:00,8.606857933643775,8.66703244356638,8.587446443117459,8.657326698303223,276500,2393750.832080841
2010-02-17 00:00:00,8.686442381448469,8.766027450561523,8.686442381448469,8.766027450561523,126000,1104519.458770752
2010-02-18 00:00:00,8.766025126569359,8.851433990013177,8.766025126569359,8.849493026733398,262000,2318567.1730041504
2010-02-19 00:00:00,8.859200086107137,8.931020366091342,8.859200086107137,8.886375427246094,358500,3185765.5906677246
2010-02-22 00:00:00,8.905785906953593,8.923256430090511,8.84949426162284,8.863081932067871,205500,1821363.3370399475
2010-02-23 00:00:00,8.841728467836727,8.87278665785684,8.744673822301367,8.775731086730957,234500,2057908.9398384097
2010-02-24 00:00:00,8.843668458781952,8.938782120576574,8.826197941398014,8.911606788635254,140000,1247624.9504089355
2010-02-25 00:00:00,8.802906298964286,8.882492273412348,8.713615508014458,8.880550384521484,146500,1301000.6313323977
2010-02-26 00:00:00,8.886376783712691,8.886376783712691,8.826202275953543,8.866965293884277,1414000,12537888.925552368
2010-03-01 00:00:00,8.898017509994256,8.995072117110245,8.870842182978171,8.989249229431152,401500,3609183.565616608
2010-03-02 00:00:00,8.991193091590889,9.06107331981686,8.97954638688656,8.997016906738281,103500,931191.249847412
2010-03-03 00:00:00,9.020312588218548,9.094074768964187,9.01837162434484,9.033900260925291,979000,8844188.355445862
2010-03-04 00:00:00,9.033898598968896,9.103778839111328,8.977606954624116,9.103778839111328,180000,1638680.191040039
2010-03-05 00:00:00,9.150363166095316,9.22218342454327,9.150363166095316,9.212477684020996,327500,3017086.441516876
2010-03-08 00:00:00,9.20665654890258,9.257125298524114,9.20665654890258,9.237713813781738,240000,2217051.315307617
2010-03-09 00:00:00,9.200832001345844,9.35029727496481,9.200832001345844,9.29982852935791,306000,2845747.5299835205
2010-03-10 00:00:00,9.290125132282505,9.38135783051179,9.290125132282505,9.360005378723145,172500,1614600.9278297424
2010-03-11 00:00:00,9.332828976905269,9.408532105830917,9.319241307015323,9.40076732635498,321000,3017646.3117599487
2010-03-12 00:00:00,9.424060585327444,9.435707291555897,9.375532796973983,9.42600154876709,236000,2224536.365509033
2010-03-15 00:00:00,9.414353739700289,9.464822485581264,9.394943181987086,9.451234817504885,145000,1370429.048538208
2010-03-16 00:00:00,9.472586395974382,9.480350248112012,9.42017669168384,9.474527359008787,327000,3098170.446395874
2010-03-17 00:00:00,9.48811615077102,9.55411352971759,9.48811615077102,9.52111530303955,181500,1728082.4275016785
2010-03-18 00:00:00,9.511410839986109,9.583231118382892,9.511410839986109,9.550232887268066,298000,2845969.400405884
2010-03-19 00:00:00,9.464824676513672,9.583231790185616,9.431826443085608,9.464824676513672,320500,3033476.308822632
2010-03-22 00:00:00,9.437650991016255,9.554117161474318,9.431828099009232,9.538588523864746,207500,1979257.1187019348
2010-03-23 00:00:00,9.53664434837475,9.573525428771973,9.50558615802368,9.573525428771973,210500,2015227.1027565
2010-03-24 00:00:00,9.592935704245516,9.60458240958403,9.546349808481969,9.559937477111816,175500,1677769.0272331238
2010-03-25 00:00:00,9.61040576775104,9.631757288530244,9.49588060869726,9.499762535095217,216000,2051948.7075805664
2010-03-26 00:00:00,9.513351905039688,9.521116684815194,9.38523905508292,9.43764877319336,111000,1047579.0138244628
2010-03-29 00:00:00,9.46094218692925,9.464824114021688,9.404649616135744,9.43764877319336,282000,2661416.9540405273
2010-03-30 00:00:00,9.42794283904301,9.472588702064904,9.379415049007248,9.455118179321287,404500,3824595.3035354614
2010-03-31 00:00:00,9.441530181874835,9.48229411646971,9.4085319522197,9.42600154876709,206500,1946469.319820404
2010-04-01 00:00:00,9.439588698848388,9.519173749036709,9.33282831081969,9.41435432434082,261000,2457146.478652954
2010-04-05 00:00:00,9.441532209265205,9.546352587829476,9.433768353839476,9.536646842956545,224500,2140977.216243744
2010-04-06 00:00:00,9.493940317075324,9.57546726428087,9.47258879270415,9.550232887268066,401500,3834418.5042381287
2010-04-07 00:00:00,9.530823107345416,9.548293633384334,9.4551199627522,9.488119125366213,184500,1750557.978630066
2010-04-08 00:00:00,9.470646048597802,9.538584387170454,9.431824008614791,9.517231941223145,189500,1803515.452861786
2010-04-09 00:00:00,9.515289286533262,9.635638236999512,9.503642584049746,9.635638236999512,90000,867207.441329956
2010-04-12 00:00:00,9.63563857312438,9.6725187190867,9.616227093111284,9.664754867553713,55000,531561.5177154541
2010-04-13 00:00:00,9.639522118395668,9.670579380926076,9.602641040646766,9.651168823242188,132500,1278779.8690795898
2010-04-14 00:00:00,9.693872708827389,9.763752937316896,9.689990782441456,9.763752937316896,146500,1430389.805316925
2010-04-15 00:00:00,9.740460112910233,9.750164929458007,9.705519996566697,9.726872444152832,184000,1789744.529724121
2010-04-16 00:00:00,9.717164567762632,9.744339899308716,9.616227093111284,9.664754867553713,430500,4160676.970481873
2010-04-19 00:00:00,9.622051277129218,9.686107688851529,9.548290049684166,9.629816055297852,271500,2614495.0590133667
2010-04-20 00:00:00,9.670578646939544,9.792868575751095,9.664755757753468,9.785103797912598,201500,1971698.4152793884
2010-04-21 00:00:00,9.806459226544302,9.823928825008323,9.7482256890131,9.81616497039795,142000,1393895.4257965088
2010-04-22 00:00:00,9.728812472860632,9.880218703547214,9.666697024969436,9.870512962341309,781500,7713805.880069733
2010-04-23 00:00:00,9.866633260165017,9.891867637634276,9.80257683471156,9.891867637634276,430000,4253503.084182739
2010-04-26 00:00:00,9.901572227478027,9.934571384020655,9.882161666728129,9.901572227478027,129500,1282253.6034584043
2010-04-27 00:00:00,9.874395319632312,9.909335434144548,9.699696598252068,9.722989082336426,226500,2202257.0271492004
2010-04-28 00:00:00,9.742402186332042,9.742402186332042,9.651170421253813,9.70163917541504,312500,3031762.2423171997
2010-04-29 00:00:00,9.728810687858836,9.771514645503077,9.674460028022484,9.765691757202148,104000,1015631.9427490234
2010-04-30 00:00:00,9.719106364792406,9.719106364792406,9.556053435931505,9.561877250671388,256000,2447840.576171875
2010-05-03 00:00:00,9.577407416771752,9.688050658671616,9.577407416771752,9.66087532043457,424500,4101041.573524475
2010-05-04 00:00:00,9.557994095365425,9.557994095365425,9.35223720917306,9.4124116897583,295000,2776661.4484786987
2010-05-05 00:00:00,9.369708655141292,9.41629454824204,9.319239910089305,9.340591430664062,348000,3250525.8178710938
2010-05-06 00:00:00,9.319239636350774,13.587726691862205,3.882207626246344,9.055249214172363,820000,7425304.355621338
2010-05-07 00:00:00,9.035837828767844,9.101835196862924,8.711672951538274,8.82231616973877,1008500,8897305.85718155
2010-05-10 00:00:00,9.016428053131456,9.243537421314798,9.016428053131456,9.23965549468994,438500,4051588.9344215393
2010-05-11 00:00:00,9.21053946281335,9.365827655034211,9.15424781709001,9.245479583740234,448500,4146597.593307495
2010-05-12 00:00:00,9.25712486166278,9.540525861275368,9.25712486166278,9.52111530303955,224000,2132729.8278808594
2010-05-13 00:00:00,9.507528385768495,9.66281750699452,9.507528385768495,9.530821800231934,118500,1129402.383327484
2010-05-14 00:00:00,9.43570705573347,9.43570705573347,9.20859767834054,9.284300804138184,154500,1434424.4742393494
2010-05-17 00:00:00,9.321182650626618,9.371651405301952,9.13871911861147,9.30177116394043,368500,3427702.6739120483
2010-05-18 00:00:00,9.363885631293249,9.40659052723239,9.163952522961049,9.214421272277832,243500,2243711.579799652
2010-05-19 00:00:00,9.196950556252435,9.214421077163252,9.01836897408073,9.088249206542969,301000,2735563.0111694336
2010-05-20 00:00:00,8.929078404427248,8.940725110126449,8.734968185424805,8.734968185424805,467500,4083597.626686096
2010-05-21 00:00:00,8.591326398712662,8.896079847810118,8.552504356345562,8.849493026733398,825000,7300831.747055054
2010-05-24 00:00:00,8.779613060004433,8.898021079548451,8.762143464368846,8.791259765625,523000,4597828.857421875
2010-05-25 00:00:00,8.624326162806069,8.748557090759277,8.49233138034995,8.748557090759277,722500,6320832.498073578
2010-05-26 00:00:00,8.75632199112584,8.927138825214769,8.672854074938426,8.715558052062988,636500,5547452.700138092
2010-05-27 00:00:00,8.83396256732973,9.000897407531738,8.83396256732973,9.000897407531738,362500,3262825.310230255
2010-05-28 00:00:00,8.942667399932466,8.985372302360743,8.868905228093327,8.915492057800293,459000,4092210.8545303345
2010-06-01 00:00:00,8.841730223489964,8.987313609086474,8.793203353881836,8.793203353881836,490000,4308669.6434021
2010-06-02 00:00:00,8.802908072483035,8.985372543334961,8.736910679021996,8.985372543334961,290000,2605758.0375671387
2010-06-03 00:00:00,8.99895817270531,9.185303603063488,8.97178283601101,9.162010192871094,219000,2006480.2322387695
2010-06-04 00:00:00,8.98343047767403,9.05525168638984,8.769909666361253,8.787379264831543,150000,1318106.8897247314
2010-06-07 00:00:00,8.79902464909241,8.853375325573671,8.601032502371865,8.606855392456055,248000,2134500.1373291016
2010-06-08 00:00:00,8.601032502371865,8.62626595166056,8.478742554698485,8.606855392456055,259000,2229175.546646118
2010-06-09 00:00:00,8.634029527130698,8.771848088074165,8.571914080272077,8.601031303405762,437000,3758650.679588318
2010-06-10 00:00:00,8.703911072706763,8.853375434875488,8.688381514442787,8.853375434875488,239500,2120383.416652679
2010-06-11 00:00:00,8.773788233050597,8.98730988816902,8.773788233050597,8.975663185119629,209500,1880401.4372825625
2010-06-14 00:00:00,9.045544553597502,9.074661780697966,8.948489906700894,8.950430870056152,129500,1159080.7976722715
2010-06-15 00:00:00,8.977607708209492,9.204717119350164,8.977607708209492,9.193070411682127,150000,1378960.561752319
2010-06-16 00:00:00,9.163952156980702,9.216361867548812,9.113483409679484,9.177539825439451,162500,1491350.2216339111
2010-06-17 00:00:00,9.18530333969274,9.231890158741743,9.148422262210692,9.220243453979492,189500,1747236.1345291138
2010-06-18 00:00:00,9.241597138726137,9.270713441738252,9.19501031343428,9.233832359313965,162500,1500497.7583885193
2010-06-21 00:00:00,9.311476716892072,9.33865205722458,9.146482785795614,9.167835235595703,171000,1567699.8252868652
2010-06-22 00:00:00,9.185304805057037,9.224126851927805,9.01642894744873,9.01642894744873,199500,1798777.5750160215
2010-06-23 00:00:00,8.989251394438298,9.020308654053732,8.903842542110286,8.931017875671387,142500,1272670.0472831726
2010-06-24 00:00:00,8.909669230895611,8.913551158202191,8.777673520974414,8.787379264831543,480000,4217942.047119141
2010-06-25 00:00:00,8.847551581765417,8.921313735924215,8.77378942760662,8.845610618591309,196500,1738162.486553192
2010-06-28 00:00:00,8.833966094873222,8.880551999324222,8.764085849810703,8.787379264831543,472000,4147643.013000488
2010-06-29 00:00:00,8.667030533739203,8.670912460752739,8.385570462264557,8.441862106323242,369500,3119268.048286438
2010-06-30 00:00:00,8.410804061525301,8.505917743698694,8.333159974888504,8.352570533752441,474500,3963294.7182655334
2010-07-01 00:00:00,8.34674625819347,8.383626406471825,8.193399073703164,8.364215850830078,707500,5917682.71446228
2010-07-02 00:00:00,8.366160148721766,8.418569873113322,8.32539713259397,8.360337257385254,315500,2637686.4047050476
2010-07-06 00:00:00,8.482627398412067,8.56221247714014,8.348691624512712,8.4069242477417,2143500,18020242.125034332
2010-07-07 00:00:00,8.412743986666117,8.676733478417022,8.412743986666117,8.665087699890137,1979000,17148208.55808258
2010-07-08 00:00:00,8.727204707274058,8.733028523787002,8.610738558512569,8.692265510559082,1629500,14164046.649456024
2010-07-09 00:00:00,8.674792794243299,8.750495910644531,8.672851831093078,8.750495910644531,485500,4248365.76461792
2010-07-12 00:00:00,8.734966934303724,8.820375788667787,8.713614489315107,8.785435676574707,1197000,10516166.504859924
2010-07-13 00:00:00,8.86696282530438,9.010605218390136,8.865021861980063,8.983428955078125,169000,1518199.4934082031
2010-07-14 00:00:00,9.000899163771154,9.059131763841606,8.962077121860691,9.02613353729248,237500,2143706.715106964
2010-07-15 00:00:00,9.02613353729248,9.039721205681618,8.9057845594567,9.02613353729248,588500,5311879.586696625
2010-07-16 00:00:00,8.983428972278961,8.997017566756247,8.766025344500264,8.775731086730957,289000,2536186.2840652466
2010-07-19 00:00:00,8.810667514056066,8.8921934932387,8.783492187661853,8.870841979980469,204500,1814087.184906006
2010-07-20 00:00:00,8.711672563289097,8.979544875212406,8.676732455058152,8.977603912353516,1812000,16267418.28918457
2010-07-21 00:00:00,8.99507783774107,8.997019727125915,8.824260991180637,8.837848663330078,175500,1551042.4404144287
2010-07-22 00:00:00,8.911609842206962,9.127072534244874,8.911609842206962,9.117366790771484,182500,1663919.439315796
2010-07-23 00:00:00,9.123187129564249,9.274593353271484,9.086306980744636,9.274593353271484,239000,2216627.8114318848
2010-07-26 00:00:00,9.272653681047542,9.369709250962508,9.268771754439909,9.367768287658691,130000,1217809.87739563
2010-07-27 00:00:00,9.400769265818935,9.400769265818935,9.28624406706721,9.328948974609377,1744500,16274351.486206057
2010-07-28 00:00:00,9.30759511211415,9.313418002848165,9.15618884594202,9.18918800354004,99000,909729.612350464
2010-07-29 00:00:00,9.191129481120871,9.22801056793743,9.043605133854632,9.129014015197754,131500,1200465.3429985046
2010-07-30 00:00:00,9.045544812455718,9.204715844818798,9.006722767467991,9.171716690063477,320000,2934949.3408203125
2010-08-02 00:00:00,9.276534587350476,9.37164918350019,9.24935925290496,9.352237701416016,174500,1631965.4788970947
2010-08-03 00:00:00,9.338650711841954,9.34253356389479,9.249359924074373,9.266830444335938,330500,3062687.4618530273
2010-08-04 00:00:00,9.32506452109412,9.441530663732031,9.299830143909707,9.42988395690918,96000,905268.8598632812
2010-08-05 00:00:00,9.37165076602502,9.373591729443111,9.284300933076905,9.32312297821045,99500,927650.7363319396
2010-08-06 00:00:00,9.266828247403824,9.317296981811523,9.15618503914304,9.317296981811523,62500,582331.0613632202
2010-08-09 00:00:00,9.328945454059449,9.373590383034538,9.321180675911837,9.350296974182127,21000,196356.2364578247
2010-08-10 00:00:00,9.270711201564271,9.270711201564271,9.148421277518572,9.212477684020996,84000,773848.1254577637
2010-08-11 00:00:00,9.02613708355641,9.02613708355641,8.915493804125415,8.940728187561035,314500,2811859.0149879456
2010-08-12 00:00:00,8.793200393135923,8.85531491341435,8.769906985236315,8.833963394165039,192000,1696120.9716796875
2010-08-13 00:00:00,8.804849187446557,8.888317106745601,8.804849187446557,8.816495895385742,292500,2578825.0494003296
2010-08-16 00:00:00,8.771852373001451,8.863084161968802,8.73303031544958,8.812615394592285,212500,1872680.7713508608
2010-08-17 00:00:00,8.882491673405418,9.04166176036868,8.880549784645728,8.981487274169922,312000,2802224.0295410156
2010-08-18 00:00:00,8.969840692959718,9.051367626322582,8.890255648383258,9.012545585632324,275500,2482956.3088417053
2010-08-19 00:00:00,9.15230563295954,9.200832492363965,9.033897615430178,9.096013069152832,563000,5121055.357933044
2010-08-20 00:00:00,9.134834561200192,9.354179136513068,9.134834561200192,9.348356246948242,871500,8147092.469215393
2010-08-23 00:00:00,9.369712003969738,9.420180767059763,9.255186805080127,9.264891624450684,125000,1158111.4530563354
2010-08-24 00:00:00,9.193070411682127,9.25130302443162,9.09795578665828,9.193070411682127,2075000,19075621.104240417
2010-08-25 00:00:00,9.134835296023304,9.231890867968051,9.096013252363509,9.214421272277832,271500,2501715.3754234314
2010-08-26 00:00:00,9.229951858240025,9.27847965448382,9.152307754486246,9.158130645751951,1057000,9680144.092559814
