month,n_periods,EW_All,Top3,Top5,Bottom3,Bottom5
2010-03,5,0.046304418712099116,0.06911731427364476,0.05597994796067507,0.07600002363541725,0.04352724425146892
2010-04,4,-0.04492297899655828,-0.0414116032358669,-0.04084650602584361,-0.06764437178176652,-0.04737886372485933
2010-05,4,-0.032635005482057444,0.0070007778334162385,-0.013169618902916347,-0.037005011142270616,-0.03399050894338229
2010-06,4,-0.07309457323779034,-0.06632279119076967,-0.07005637581802138,-0.07522418291855248,-0.0879873521223632
2010-07,4,0.08484470998764482,0.06736187308873176,0.09458912096767436,0.08729534213681855,0.09479380909970181
2010-08,5,-0.01296101591756027,-0.03448968588742374,-0.026656106142049718,-0.01096192838141663,-0.010567593036314604
2010-09,4,0.08487616205314841,0.06692072928522075,0.07268173813884493,0.09727715306397333,0.1008493089123792
2010-10,4,0.026233144499645533,-0.0029093627815808265,0.00936939362384015,0.052654842014499215,0.0414409953466095
2010-11,4,0.020247019616838724,0.028057416285927728,0.03934641412383422,0.012252321497175034,0.00797268543930496
2010-12,5,0.05813013901423081,0.09234562578250549,0.08896551523585594,0.04375300645916225,0.025777583130093706
2011-01,4,0.025004973779575446,0.07711569775879967,0.06479153347315414,0.03428681322015059,0.022192525180783296
2011-02,4,0.00010554939163420762,0.06296793332481854,0.027967092632973367,0.003948201251450678,-0.014063053448524876
2011-03,4,0.058950173057597866,0.07207882149601663,0.07141556892541034,0.03700421826030631,0.03432686685767061
2011-04,4,0.013482517851695297,0.015182390770833942,0.018186237572983988,0.05723976050120938,0.04386994095839358
2011-05,4,-0.02137049164589988,-0.003019753077966092,-0.001542326665864957,-0.0351780933047674,-0.02452601455551573
2011-06,5,0.03890125101423059,0.040987786623349454,0.05573969493530928,0.012242708576099215,0.024011981671715477
2011-07,4,-0.12690157710180938,-0.168465674882611,-0.156518049360598,-0.10403187135654157,-0.11131334003968396
2011-08,4,-0.0128664890179494,-0.043637958134477906,-0.015982145656883495,-0.021732728961797898,-0.03828056812624603
2011-09,5,-0.004071278575544679,0.009395014341056607,0.0002122144396263792,-0.007848696331215987,-0.027450118146629343
2011-10,4,0.10964691685274408,0.11747611735747299,0.10553457267323507,0.11245807861210189,0.12089774174745127
2011-11,4,0.024810353648525352,0.03216724699664342,0.014724685942785865,0.019126248240908916,0.013209643842002627
2011-12,4,-0.015384446821384401,-0.016596634351247475,-0.034459690143856636,-0.008875571941905691,-0.02333772414279156
2012-01,4,0.08398593055614278,0.07396849129147132,0.058192980854209875,0.13668469320932997,0.10584568426075602
2012-02,4,0.021865511140563676,0.01705307946825907,0.022262952770857547,0.013565896217510476,0.015882295371981492
2012-03,5,0.0002749287411800694,0.0021287014992130704,0.008753681666954893,0.03071950393681533,0.015106126467426595
2012-04,4,-0.00734595115667247,0.002402971990518532,-0.0031259520714550515,-0.02288018520468582,-0.02843234052843535
2012-05,4,-0.05760625625422855,-0.06600303926627638,-0.06911221847861648,-0.03926022103010862,-0.046065535662650814
2012-06,4,0.07895467719545368,0.09328446985989536,0.08434854017267579,0.0784056744152355,0.0817001386889431
2012-07,4,-0.02824428348616126,-0.042329545857839324,-0.025092262476446914,-0.055848866728187896,-0.06483453753415136
2012-08,5,0.07856298583338917,0.058316755332233905,0.05595069396222896,0.10359258492833345,0.09451295481830457
2012-09,4,0.010115190400543206,0.007022769999458944,-0.0031371216363150767,-0.011352781669116574,-0.0016365978777891366
2012-10,4,-0.024105818551519276,-0.020986242232128083,-0.019510485114762166,-0.03844435547099234,-0.028769339477061062
2012-11,4,0.009276319316704473,0.036802356562958494,0.02359972014735834,-0.008488632885716663,-0.0041542146221966725
2012-12,4,0.04013543318582591,0.05365754246189969,0.03361534475877792,0.02134686912802386,0.030721601122347453
2013-01,4,0.04658280880082111,0.04181085372761939,0.04918893636243071,0.020026270314836836,0.033525234569820705
2013-02,4,0.003324147267335542,0.014036409705605157,0.0032822369089267056,0.013689721825798529,0.006595264666046319
2013-03,4,0.007772470886016514,0.002150244436653681,0.02249027935904091,0.011279812851213267,0.003575365404111075
2013-04,5,0.04936057657686277,0.0959227440168422,0.07037894791841581,0.05223518246655168,0.032439305655610706
2013-05,4,-0.011431253710043165,-0.008441275851680419,-0.015660645998172518,-0.030419353580226294,-0.027498131885493993
2013-06,4,0.018798157974746932,0.007368722191233523,0.023771004168846366,0.041814638792976755,0.033294803913798354
2013-07,4,0.06446952201083356,0.053055211845181915,0.0601773121240643,0.030008917475297103,0.03905133479909839
2013-08,5,-0.023010343785977216,-0.01207041311880419,-0.017465966290987622,-0.012794210783303561,-0.01866160379440096
2013-09,4,0.034364910838930784,0.021374779146838607,0.03375013989650699,0.018294871359463505,0.02473656085538245
2013-10,4,0.037865771955764904,0.03834598948530199,0.033454747990977474,0.04258949217366981,0.041412520646513684
2013-11,4,0.01969147948206018,0.020933685778059985,0.021935882891376712,0.0322178051900881,0.018697368129731773
2013-12,5,0.03556510133761348,0.05535883853784407,0.04205903572504344,0.039316821264156365,0.028258147987241244
2014-01,4,-0.008863299858965501,-0.018153984985857297,-0.012448327264901415,0.042692072158460714,0.018213013323927996
2014-02,4,0.07845879265185185,0.1218570262623977,0.1077967054161375,0.05641950810772278,0.05343864736638393
2014-03,4,-0.03649380234695976,-0.03387253799711565,-0.03849159115143297,-0.06848606590292983,-0.06605543110385415
2014-04,4,-0.01294975676148713,-0.024393828349792646,-0.02137576679131936,-0.010763309492163642,-0.018250900861151886
2014-05,4,0.02263470305253512,0.031534448737119636,0.027718372419008652,0.02413034803505787,0.014695768207767301
2014-06,4,0.057382013248798325,0.07505571474460782,0.07310155702421639,0.10811979029011587,0.0776756544368582
2014-07,5,-0.023433179978994634,-0.028031486633962488,-0.03273577891689339,-0.03354493628341815,-0.028799412231018895
2014-08,4,0.043967948371268495,0.0689481225444728,0.04936177636115402,0.025204580065450344,0.026059755137572083
2014-09,4,-0.044854736411599316,-0.07585989790258119,-0.06115845536730302,-0.03720489645180525,-0.044263182495334896
2014-10,5,0.013235621800848474,-0.00529970022386117,0.011355282211166218,-0.038520206721003425,-0.02152429585150517
2014-11,4,0.006411958612642321,0.02418868931934348,0.03593942956847007,-0.14950394276130352,-0.0751518739466579
2014-12,4,-0.03535621793343957,-0.008645778192962528,-0.0045097453763195405,-0.055979498542744976,-0.05000003159460509
2015-01,4,0.02727718988655825,-0.004296024260146192,0.0004508601451329586,0.03567006526775307,0.04545879449522783
2015-02,4,0.035638364204327866,0.012953858654271677,0.013386252723501801,0.06078226843019552,0.06413648291289387
2015-03,4,-0.009946465739433141,0.006042240059694226,-0.024341229440827616,-0.048944273058897814,-0.018222069448843747
2015-04,4,0.012169862810041288,-0.001965998931768853,0.01580938569107926,-0.03942311841466861,-0.02457206278375257
2015-05,4,0.01108528856013491,0.004564047824574535,0.003788173861095867,0.0034226230330656193,0.0025271832493742874
2015-06,5,-0.02281343663212798,-0.03035688025072658,-0.028958658870285148,-0.04307194655986257,-0.03873763390226781
2015-07,4,0.002185780727772313,-0.041218121364370086,-0.04598052214145554,0.03541149723104908,0.02183325990913909
2015-08,4,-0.0945579133842066,-0.05617607489065357,-0.07717619773932771,-0.1608894131533214,-0.14088411548872326
2015-09,5,0.02821295205199692,-0.013353418696466668,0.0019518885500331429,-0.026251851294873063,0.01675352028923971
2015-10,4,0.0454330802378089,0.05355747252303811,0.045737048354039134,0.0344844270969098,0.03813367462772321
2015-11,4,-0.013855283140368768,-0.006250960023282293,-0.006103408016104317,-0.027699963722548793,0.004976368590383418
2015-12,4,-0.013282027812028474,-0.046497427895952015,-0.03667717253844671,0.017595026416190818,0.008635254178154694
2016-01,4,-0.08831845988224118,-0.12248047616170543,-0.10152510694201566,-0.06089412879653544,-0.058313619795262506
2016-02,4,0.04293864742247444,0.0520971909584389,0.043310135321196874,0.04719352989282677,0.02607613906802042
2016-03,5,0.04687753456047683,0.023766097704639888,0.03883318098144861,0.05574768218127657,0.06508190657135393
2016-04,4,0.003204035477531786,-0.02089924997097503,-0.008194939663571543,-0.0558750695185708,-0.01993370067301503
2016-05,4,0.04545348496442303,0.020825013374243362,0.048492859881620776,0.06902134444265906,0.06644524804876739
2016-06,4,-0.007560212274145162,-0.019062337833938514,-0.015160360410787166,-0.023292895526461965,-0.0026358368488306194
2016-07,4,0.04447515548876435,0.03866477591929818,0.04837454020852716,0.05686310594436428,0.047188965522320325
2016-08,5,0.018240487164478347,0.04830727044901195,0.03541521427904293,-0.015164089794397762,-0.0061315972896656135
2016-09,4,-0.014895556758187212,0.012002705583428419,0.0055522704338188955,-0.015959554093584738,-0.012835856303547444
2016-10,4,-0.03099452652015433,-0.03861182468950941,-0.04108240479454417,-0.03161351733248918,-0.028475896853118354
2016-11,5,0.10775188684940495,0.11111025405389063,0.11225608621191818,0.11198527283230453,0.155618844725411
2016-12,4,0.003721231758744503,0.024547978785496527,0.0020280429097412345,0.014163345667899785,0.00328835093908153
2017-01,4,0.014925933759730947,-4.868361267151844e-05,-0.005293278381517719,0.0070903854371762165,0.003148673320272133
2017-02,4,0.014377555873487102,-0.010863335841902577,0.0016804468098288172,0.012758744853737625,0.019191337833939226
2017-03,4,-0.005224875590221334,-0.014372732187795223,0.0031488367528262895,-0.05340626877077381,-0.03224825025403388
2017-04,4,0.0005781574838603643,-0.011238181811544123,-0.002351488342319019,-0.001294669731503384,0.003862327635098861
2017-05,4,0.012953059637032638,-0.004875715806160641,0.0010501728532081867,0.0050798019175604114,0.008822001046284722
2017-06,5,0.001045381119306299,-0.009514505867612266,-0.01803511871704433,-0.008464379632789898,0.001534904512439761
2017-07,4,0.01423650743013849,0.013933430493431542,0.004189863937574145,0.04893535937133997,0.039295797712538105
2017-08,4,-0.008185380675790221,-0.014281414657127178,-0.0061484056846883295,0.032760333234162387,0.002107625077749642
2017-09,4,0.042965178597333065,0.015033244659687695,0.035024734918422284,0.008039139098984682,0.017724547799274015
2017-10,5,0.012074748947247027,-0.027662462998766957,-0.0034013686900525864,0.06328152424940825,0.022100726093159828
2017-11,4,0.006772626347299582,-0.05017250547888663,-0.007819264970254425,0.00698682939551154,0.008321139889118312
2017-12,4,0.04500968360001867,0.04142644525654404,0.037105633008946315,0.05497336038498135,0.053564514756828
2018-01,4,0.0024629699360936286,-0.028840559927399534,-0.024192734235605418,-9.91360893926041e-05,0.0023149165866920285
2018-02,4,-0.0060094460629506186,0.010226316098794763,-0.010613825962495271,-0.015018281196446104,-0.006275440193484694
2018-03,4,-0.04500949795053388,-0.039180337674242116,-0.04564992925240652,-0.05569481970608048,-0.05342100424717111
2018-04,4,0.04063381543727407,0.018525637119137794,0.01916080543172205,0.07253678435834776,0.05482069654223842
2018-05,5,0.06224611924504053,0.015259147834950193,0.04312506916790282,0.06728896775566007,0.07980647660645701
2018-06,4,-0.020729791879742,-0.02537090650772289,-0.013276582340401633,-0.028820595124979476,-0.012669028118073355
2018-07,4,0.022415115275873365,0.037524967746270343,0.03408114896795089,0.008927683821925214,0.010044000431345124
2018-08,5,0.011837596483048607,0.028530649532551466,0.034084775668817624,-0.0038379433652562245,-0.006354071402223327
2018-09,4,-0.016762569426826968,-0.0321396032256982,-0.01971616589985492,0.006673615722520898,-0.0007843490893261196
2018-10,4,-0.07452298228251697,-0.10546190759134522,-0.08466930703322562,-0.07815613378403785,-0.08273808395093907
2018-11,4,0.02232963847540881,-0.003794771374825534,0.01886141704185884,0.0256759520060299,0.023192540237037873
2018-12,4,-0.12267975532624087,-0.13283980426278197,-0.14535830056052823,-0.14789487315803151,-0.1384407662283329
2019-01,4,0.1230608388295138,0.1446400731683415,0.13628760677296503,0.14044604273600236,0.1499351833511633
2019-02,4,0.04499862332446214,0.004662212405500021,0.029339955548731922,0.060131259834217854,0.06225298827828518
2019-03,4,0.0019405439788180434,0.06874535418134298,0.02546398527012883,0.012744922848316076,0.007765604641013946
2019-04,5,-0.0004003497581973603,0.01626393856284225,0.02720354752501053,0.013470423285155242,0.001797069091036274
2019-05,4,-0.0205442549640652,-0.05921448769890858,-0.04054084174747663,-0.012080832386965445,-0.0182189026380426
2019-06,4,0.03477121931547278,0.019977033363905772,0.02900168516819246,0.06186912356644858,0.059110889288598534
2019-07,4,-0.01866456288892293,-0.0018422274286458151,0.006371701494599424,-0.03395591570162837,-0.04744217680085261
2019-08,5,-0.0010055575986503973,0.010198209666899771,-0.016754309116871258,-0.021344187758461697,0.0031216769096091834
2019-09,4,-0.014409122983204958,-0.0044680784466413215,0.004594359696863615,-0.06485032220854181,-0.029788462719526065
2019-10,4,0.04147147471507262,0.06161378969717135,0.049002858371817615,0.07876421719223381,0.047592044132181544
2019-11,4,0.008546812720935826,-0.0035798777611650845,0.006417957082044845,0.03262762440155731,0.04014167751084652
2019-12,5,0.04968286858254811,0.07707549087583088,0.07425054024844302,0.07619697452629537,0.058414533673546654
2020-01,4,-0.0010173808396244377,-0.07542442064903276,-0.06311501908718775,0.014683187377188434,0.013991482953154666
2020-02,4,-0.11119449574718987,-0.13880080133336814,-0.11003111431457979,-0.1825727849689882,-0.164789843612278
2020-03,4,-0.03729387003828932,0.1430664565118862,0.08106342511397013,-0.17328689681157405,-0.10365443655543916
2020-04,4,0.13088731158636313,0.1765340401074844,0.16164682322494284,0.2271538053277693,0.21285401739287346
2020-05,4,0.0758707999360837,0.08997010735497368,0.08995095045274937,0.019220289181776096,0.05534489602737991
2020-06,5,0.011003645620623947,0.09286106431810537,0.07076889699474109,-0.16868049187807166,-0.09800848230056658
2020-07,4,0.08304617446018381,0.09755059769922525,0.09260697145168417,0.14970316355762647,0.10590137712755121
2020-08,4,0.05652972629070474,0.0334084672267001,0.02620823949061113,0.05254043346319759,0.06793648680026854
2020-09,4,-0.05169470022393008,-0.05950620657097028,-0.05735628418279792,-0.004733576592984345,-0.006687464183463221
2020-10,5,0.06752236094923347,0.17360535324346227,0.16407216346489983,0.0318201384662784,0.023449357137300453
2020-11,4,0.10864991866413409,0.09422340995444611,0.08619250458822503,0.22549962615460473,0.1590258086998626
2020-12,4,0.017068084067464184,0.06423517256734046,0.04571478009351937,0.009879472422393398,-0.014952026707012123
2021-01,4,0.04654211296932731,0.041292664098566245,0.023893318945121145,-0.003656034920810347,0.03224350221129768
2021-02,4,-0.003151593101346717,-0.038098263774947405,-0.022379578579974857,-0.031156501429497996,-0.020086575542522134
2021-03,4,0.0511750849982513,0.03020639043729445,0.03628165550860607,-0.03373960612099458,-0.010359912027638973
2021-04,5,0.02837793920551057,-0.03039618602516425,-0.014892083680150159,0.05008777852390156,0.014404963623544376
2021-05,4,-0.001307406651967269,0.01549516903658854,-0.005533410620636947,0.036705255526547464,0.023181864886933523
2021-06,4,-0.005232288631389359,-0.034775892933270325,-0.03814263703821141,-0.04026132038996966,-0.021069596367406684
2021-07,4,-0.008788564123785592,-0.016125128016065138,-0.014428642973531303,-0.10490565183036382,-0.08431323312798678
2021-08,5,0.010607327244817277,0.04370438842942104,0.04560828030195574,-0.023979594585482156,-0.030580709270316864
2021-09,4,-0.017374491531969682,-0.02050411889103565,-0.019107524557508193,-0.04711853381314357,0.0002119971937035725
2021-10,4,0.05040608603616925,0.05916663510075115,0.05420279471021794,0.04327717637162731,0.041130033249426656
2021-11,4,-0.027990400660781733,-0.08863050888081225,-0.07362005057219434,-0.022028448717608007,-0.016016312681289335
2021-12,5,0.009947604848953295,0.10545035561959204,0.05548476868562435,-0.06791409560573758,-0.07745715877664294
2022-01,4,-0.017141726207867358,0.03908796334979803,0.02708485738423483,-0.006340783900872227,-0.024121688688592213
2022-02,3,-0.036603081482431965,-0.003637987112674823,-0.014952191103241974,-0.08257055934674351,-0.07404250873808271
2022-03,5,0.004359037684595668,0.03294739480982001,0.02129000067761222,-0.059758900342182675,-0.050891942407107815
2022-04,4,-0.04887166962507461,-0.028719244643814368,-0.0467924723920069,-0.017445980297112085,-0.02486150556841582
2022-05,4,-0.0006612997830829359,0.05334694608088242,0.016188269050528836,-0.05116951415350934,-0.03986663028918869
2022-06,4,-0.07729864685681997,-0.03970768209369191,-0.05825996531287503,-0.14682056204857463,-0.09117525390681647
2022-07,4,0.09873713429530873,0.1899162237558094,0.16553221515023342,0.09409847276641425,0.06857738648271772
2022-08,5,-0.04019936723529982,-0.07311467202288446,-0.04845929179709951,0.028367395480772384,-0.043371147356989215
2022-09,4,-0.02417886336366848,0.029094039528207327,0.02451082608013211,-0.08634202965866156,-0.09444723560359425
2022-10,4,0.050320741051480544,0.01548534986111716,0.0214194426086316,0.029366481912993292,0.05869924843005747
2022-11,5,0.03322844928583213,0.06041287106080473,0.07961705283901632,0.04540375977198896,0.011879360992446575
