Lookback,Holding,Mean_IC,Long_Sharpe,Short_Sharpe,LS_Sharpe,Long_Ann,Short_Ann
40,5,0.034595670825555876,0.7021144712877302,-0.1780260999490528,0.4940427012622314,0.08304906514087018,-0.022848154634904264
