date,next_month_end,strat_ret,bench_ret,top_tickers,n_available,cum_strat,cum_bench,relative
2003-09-30,2003-10-31,0.08446550428984478,0.07606526320484362,"EWY, EWN, EWP",22,0.7501615437559146,0.8513186798716762,0.8811759467899735
2003-10-31,2003-11-28,0.00872844029577576,0.021870843499538405,"EWJ, EWL, EWS",22,0.756709284002775,0.8699377374873833,0.8698430374895072
2003-11-28,2003-12-31,0.03275141542097382,0.07148898554930448,"EWT, EWH, EWM",22,0.7814925841160576,0.9321287038314134,0.8383955787476746
2003-12-31,2004-01-30,0.0687025176755726,0.025322665280751843,"EWT, EWI, EWH",22,0.8351830921896201,0.9557326869971174,0.8738668286147453
2004-01-30,2004-02-27,0.01458963907105896,0.030417487834449138,"QQQ, EWU, IWM",22,0.8473681120629175,0.9848036743768377,0.8604436946268642
2004-02-27,2004-03-31,-0.03256309032295642,-0.00751774006995003,"EWG, QQQ, EWI",22,0.8197751876930196,0.977400176332941,0.8387303456079712
2004-03-31,2004-04-30,-0.011140696963949185,-0.05304612081228406,"EWG, QQQ, EWL",22,0.8106423207483672,0.9255528884972359,0.8758465678439596
2004-04-30,2004-05-28,0.023375339842667892,0.013449977549353398,"EWT, EWZ, EZA",22,0.8295913604867092,0.938001554068263,0.884424292143908
2004-05-28,2004-06-30,0.023785272641778876,0.02353725975829454,"EWW, EWM, EWZ",22,0.8493234171771499,0.9600795403000517,0.8846385966226429
2004-06-30,2004-07-30,-0.07352413120836705,-0.03321622848957431,"EWT, EWY, SPY",22,0.7868776508142784,0.9281893189212798,0.8477555545766994
2004-07-30,2004-08-31,0.0620576245603881,0.02177234753415408,"EWY, EWT, EWL",22,0.8357094086434711,0.9483981793503236,0.8811798955750346
2004-08-31,2004-09-30,0.0353731913021853,0.040771816698771834,"EWL, QQQ, IWM",22,0.8652711174284528,0.9870660960762438,0.8766090952450429
2004-09-30,2004-10-29,0.024031172957493796,0.03570868809142896,"EWL, SPY, EWY",22,0.8860645973064998,1.022312931426655,0.8667254126092112
2004-10-29,2004-11-30,0.058382257725417684,0.07520181270353364,"EWT, EWH, EWJ",22,0.9377950489878162,1.0991927170202027,0.8531670875058935
2004-11-30,2004-12-31,0.03860444854754652,0.04360226277281203,"SPY, EWS, EWL",22,0.9739981097046102,1.1471200067056788,0.8490812678803821
2004-12-31,2005-01-31,-0.02478581665967239,-0.022069192658194334,"QQQ, SPY, EWM",22,0.9498567711306043,1.1218039942756222,0.8467225789688433
2005-01-31,2005-02-28,0.03303861608327326,0.04850466988855187,"EWG, EWL, QQQ",22,0.9812387243260858,1.17621672669762,0.834232928383054
2005-02-28,2005-03-31,-0.02958499033553541,-0.039218489902513524,"QQQ, EWM, SPY",22,0.9522087861500454,1.1300872828784618,0.8425975591236285
2005-03-31,2005-04-29,-0.023979236395857344,-0.023192357711857278,"EWW, EWA, EWZ",22,0.9293755465687412,1.1038778943683238,0.8419187949230211
2005-04-29,2005-05-31,0.04828915657725338,0.021397186034288952,"EWZ, IWM, EWI",22,0.9742543078560696,1.127497775033262,0.864085348485347
2005-05-31,2005-06-30,0.026142015182278284,0.01954313856709692,"EZA, EWI, EWP",22,0.9997232787634429,1.1495326202848306,0.8696780422949042
2005-06-30,2005-07-29,0.07764542135280934,0.05190072860525708,"EWD, EWY, EWL",22,1.0773472139792424,1.2091942008331236,0.8909629348511267
2005-07-29,2005-08-31,0.028272241526704527,0.01456293226728279,"EWT, EWJ, EWU",22,1.1078062346209856,1.2268036140778475,0.9030020957785417
2005-08-31,2005-09-30,0.040491717451776044,0.044051351528009895,"EWT, EWY, IWM",22,1.1526632116645745,1.2808459713374238,0.8999233611680846
2005-09-30,2005-10-31,-0.022801569986249604,-0.039948267872587574,"EWM, EWU, SPY",22,1.1263806807732295,1.229678393370912,0.9159961554545064
2005-10-31,2005-11-30,0.03551086617996305,0.03695390045725277,"EWY, EWG, EWM",22,1.1663794343958633,1.275119806313975,0.9147214470517476
2005-11-30,2005-12-30,0.024500801697328045,0.04033717782648661,"EWM, EWP, EWI",22,1.194956665621838,1.326554540691337,0.9007972374804005
2005-12-30,2006-01-31,0.11423328194578793,0.07772305449681473,"QQQ, EWZ, EWM",22,1.331460487318816,1.429658411550487,0.9313137156132466
2006-01-31,2006-02-28,-0.008006645303679708,-0.010018001098528522,"QQQ, SPY, EWL",22,1.3207999554609897,1.4153360920130535,0.9332058745017915
2006-02-28,2006-03-31,0.0332424737923304,0.027763293570869055,"EWT, EZA, EWH",22,1.364706613365313,1.4546304834370587,0.9381809531041382
2006-03-31,2006-04-28,0.08372279483010085,0.051564451248040405,"EWT, EWZ, EWW",22,1.478963665159379,1.5296377060841624,0.9668718672903874
2006-04-28,2006-05-31,-0.05311559036348453,-0.06082666606245948,"QQQ, IWM, SPY",22,1.4004076369582956,1.4365949441396346,0.9748103615922084
2006-05-31,2006-06-30,0.017910759873912514,0.0012376723927097664,"EZA, EWZ, EWW",22,1.425490001869449,1.4383729780415024,0.9910433688836431
2006-06-30,2006-07-31,0.007648299535858734,0.007365071078291909,"EZA, EWZ, EWG",22,1.4363925763891183,1.4489666972618727,0.9913220083687805
2006-07-31,2006-08-31,0.03214962064061141,0.027430173115707935,"EWT, QQQ, IWM",22,1.482572052811019,1.4887121046066611,0.9958755949006913
2006-08-31,2006-09-29,-0.0010898086809931762,0.007947380557434845,"EWJ, EWZ, SPY",22,1.4809563329176676,1.50054346624243,0.986946640490321
2006-09-29,2006-10-31,0.06389789403317432,0.050400508019433146,"EZA, EWM, EWJ",22,1.5755863237461991,1.5761716192462896,0.9996286600437773
2006-10-31,2006-11-30,0.02945880238405459,0.048397858461664396,"EWN, EWJ, EWH",22,1.6220012098964574,1.6524549501858639,0.981570607848655
2006-11-30,2006-12-29,0.018765176155650765,0.03254379149436705,"EWJ, QQQ, EWN",22,1.6524383483248428,1.7062320995385474,0.9684721959994463
2006-12-29,2007-01-31,0.021995314324885884,0.01668602846508944,"QQQ, IWM, EWP",22,1.688784249198743,1.7347023369194967,0.9735297020454267
2007-01-31,2007-02-28,-0.0005582564861997078,-0.009638045079006185,"EWY, EWT, QQQ",22,1.687841474437836,1.7179831975976092,0.9824551699912301
2007-02-28,2007-03-30,0.031107242522668017,0.03740059516223712,"EWH, EWT, EWW",22,1.7403455685229912,1.782236791666483,0.9764951417570493
2007-03-30,2007-04-30,0.010447167130858507,0.04671062793845824,"EWT, IWM, EWW",22,1.7585272495428,1.8654861913402474,0.9426643079461213
2007-04-30,2007-05-31,0.0537054176478983,0.0426051637593537,"EWJ, IWM, EWY",22,1.8529696899247061,1.9449655360131115,0.9527005263666609
2007-05-31,2007-06-29,-0.020677718211624452,-8.182035522549056e-05,"EZA, EWM, EWI",22,1.814654504821762,1.9448063982420536,0.9330771980501821
2007-06-29,2007-07-31,-0.022707827517129003,-0.009051795202036007,"EZA, EWM, EWI",22,1.7734476433230884,1.9272024090175572,0.9202186729452827
2007-07-31,2007-08-31,0.011551881672083764,-0.004948372054556843,"IWM, EWW, EZA",22,1.7939343006503923,1.9176658944733,0.9354780234766121
2007-08-31,2007-09-28,0.054081385380384685,0.06818581992970224,"EWW, EWY, EWC",22,1.890952752910957,2.048423515839188,0.9231258762113366
2007-09-28,2007-10-31,0.03153745820111261,0.06707811259924143,"IWM, EWW, SPY",22,1.950588596316165,2.185827899085583,0.8923797693003059
2007-10-31,2007-11-30,-0.056608929374584206,-0.05825513905217769,"IWM, EWW, SPY",22,1.840167864228434,2.058492190880223,0.8939396867187375
2007-11-30,2007-12-31,-0.019198076482374555,-0.015827770963867484,"EWY, EWC, EZA",22,1.8048401808305687,2.025910847952061,0.8908783832492102
2007-12-31,2008-01-31,-0.09662730537060116,-0.0763131615045355,"EZA, EWY, EWA",22,1.6304433375323224,1.8713071862185051,0.8712857779524082
2008-01-31,2008-02-29,-0.03223337567885839,0.004142425065961331,"EWA, EWH, EWG",23,1.5778886449105514,1.8790589360128103,0.8397228073424272
2008-02-29,2008-03-31,0.005160967715297986,0.004142377810982271,"EWM, QQQ, EWS",23,1.5860320772652698,1.886842708054878,0.8405746120196156
2008-03-31,2008-04-30,0.06890645588240633,0.05301761018511891,"EWH, IWM, EWY",23,1.6953199266254306,1.9868785992311657,0.8532579329615029
2008-04-30,2008-05-30,0.04562788079280248,0.02274816867956186,"EWC, EWS, IWM",23,1.7726737821431586,2.0320764487522878,0.8723460100290987
2008-05-30,2008-06-30,-0.12272957105720635,-0.10102632002981704,"THD, EWT, EWP",25,1.555114289236373,1.826783243115585,0.8512856109760019
2008-06-30,2008-07-31,0.07380123682749036,-0.015799220617623278,"EWD, EWY, TUR",25,1.6698836471901208,1.7979214916370245,0.9287856310509287
2008-07-31,2008-08-29,-0.021771790917688993,-0.04152799617154436,"EWA, THD, EWW",25,1.6335272895666295,1.7232574148155848,0.9479299352043944
2008-08-29,2008-09-30,-0.10738129098419887,-0.12319840742916621,"EWY, EWS, EWW",25,1.4581170203550455,1.5109548457198028,0.965030175776308
2008-09-30,2008-10-31,-0.28109903057782454,-0.2414486382502253,"EWZ, EWN, EWD",25,1.0482417394642163,1.146136855763177,0.9145868874151373
2008-10-31,2008-11-28,-0.12741068035541972,-0.06820622803462484,"EWY, EWT, EWC",25,0.9146845462621319,1.0679631840201058,0.8564757287035016
2008-11-28,2008-12-31,0.12733275882552988,0.08438284856115388,"EWY, EWA, EWN",25,1.0311538529927673,1.1580809596461623,0.8903987621969227
2008-12-31,2009-01-30,0.007819388135626252,-0.09450005502625843,"ECH, QQQ, SPY",25,1.0392168451968644,1.0486422452347377,0.9910118059035821
2009-01-30,2009-02-27,-0.04912837280707797,-0.08246845043626312,"EWA, EWP, EWT",25,0.9881618125986374,0.962162344208225,1.0270219142818438
2009-02-27,2009-03-31,0.16334842055858112,0.10055797662063982,"EWG, EWY, EWI",25,1.1495764839429294,1.0589154427223757,1.0856168845620688
2009-03-31,2009-04-30,0.12158933586144616,0.14987700858237013,"IWM, EWN, SPY",25,1.2893527251474866,1.2176225216192815,1.0589100499166302
2009-04-30,2009-05-29,0.1856397717824295,0.14288361008656772,"ECH, EZA, EWW",25,1.5287078707909194,1.3916008232309545,1.0985246956391101
2009-05-29,2009-06-30,0.009781483918689271,-0.006360795330256579,"SPY, EWJ, IWM",25,1.5436609022454346,1.3827491352129657,1.1163709041175325
2009-06-30,2009-07-31,0.13451119089190744,0.10924646132920936,"EWY, EWT, EWI",25,1.7513005685397443,1.5338095851410067,1.1417979034071188
2009-07-31,2009-08-31,0.03219025546037246,0.027216522430174375,"ECH, THD, EWI",25,1.807675381228934,1.5755545481186133,1.1473264339768487
2009-08-31,2009-09-30,0.08072378700434298,0.06611724957030289,"ECH, EWT, EWW",25,1.9535977836762528,1.6797258813881975,1.1630455929283627
2009-09-30,2009-10-30,-0.019916712381622292,-0.03147884620671264,"EWJ, SPY, EWU",25,1.9146885385093981,1.6268500486985435,1.176929945105341
2009-10-30,2009-11-30,0.04055034974575844,0.04490076389653534,"EWY, EWI, THD",26,1.9923298284001494,1.6998968586302239,1.1720298312719795
2009-11-30,2009-12-31,0.08709479066497942,0.028099189588100724,"VNM, TUR, EWY",26,2.165851377740255,1.7476625827410912,1.2392846302993241
2009-12-31,2010-01-29,-0.05901039676542182,-0.05240787888222665,"VNM, EWD, EWP",26,2.038043628604867,1.6560712937777966,1.2306496925960975
2010-01-29,2010-02-26,-0.014632783136483382,0.013270597938835428,"EWP, EWI, EWZ",26,2.0082213781648,1.6780483500755687,1.1967601398817636
2010-02-26,2010-03-31,0.08660165394408814,0.0724142331784389,"TUR, EWP, EWT",26,2.182136670999748,1.7995629345826358,1.212592585157818
2010-03-31,2010-04-30,0.026263559126781133,-0.001107067846342923,"VNM, EWD, EWA",26,2.239447346481267,1.7975706963202889,1.2458187881375238
2010-04-30,2010-05-28,-0.14258479482814912,-0.09750568527164437,"EWI, EWP, EWQ",26,1.9201362060547926,1.6222973337513522,1.1835908042915455
2010-05-28,2010-06-30,0.007355136016659418,-0.009625577140669271,"EWD, EWY, EWZ",26,1.934259069020838,1.6066817856202265,1.2038843573957347
2010-06-30,2010-07-30,0.09585235726569448,0.10755078592378078,"SPY, EZA, IWM",26,2.1196623603490328,1.7794816743931052,1.1911684120444492
2010-07-30,2010-08-31,-0.030201424500868084,-0.02912441614463524,"VNM, QQQ, EWL",28,2.0556455376056197,1.727655309586328,1.189847029207363
2010-08-31,2010-09-30,0.1284473655307666,0.1165007949702774,"EWG, EWN, EWW",28,2.319687791376138,1.928928526587756,1.2025784052660722
2010-09-30,2010-10-29,0.018832648838847794,0.03672781603111868,"EWL, EWJ, VNM",28,2.3633736569668873,1.9997738586494478,1.1818204577206533
2010-10-29,2010-11-30,-0.04620661904522568,-0.036168148879600716,"EZA, EWD, TUR",28,2.254170150737896,1.9274457400042808,1.1695115997054681
2010-11-30,2010-12-31,0.09139841202939758,0.07748732650122613,"EWP, EWI, EPHE",29,2.460197722959408,2.07679835737339,1.1846107804471293
2010-12-31,2011-01-31,-0.02108286539608084,-0.004323440874273028,"EWP, TUR, EIDO",29,2.40832970551851,2.0678194424674987,1.1646711777913672
2011-01-31,2011-02-28,0.03082342169251388,0.010102400974264276,"TUR, EIDO, THD",29,2.482562667606315,2.088709383617685,1.1885629887421048
2011-02-28,2011-03-31,0.03750647742716329,0.02379870496510652,"VNM, TUR, EWS",29,2.5756748482604093,2.1384179619962516,1.2044768113788058
2011-03-31,2011-04-29,0.0419318410983028,0.05582954029397005,"EWT, QQQ, EWJ",29,2.6836776367185595,2.2578048537708706,1.1886224942055634
2011-04-29,2011-05-31,-0.04883598998506097,-0.03449750432328312,"VNM, EIDO, EWZ",29,2.5526175825286397,2.1799162210667804,1.170970497792558
2011-05-31,2011-06-30,0.004714820455763102,-0.014769661757828878,"VNM, TUR, EPHE",30,2.5646527161224864,2.1477195958212194,1.1941282843032612
2011-06-30,2011-07-29,-0.04351865294913663,-0.017454452950349468,"TUR, EWN, MCHI",30,2.453042484634491,2.1102323251854145,1.162451382891671
2011-07-29,2011-08-31,-0.09381046392827282,-0.07661387971949951,"ECH, TUR, EWI",30,2.2229214311151666,1.9485592396434595,1.140802591930389
2011-08-31,2011-09-30,-0.1463231857099786,-0.14242563664325408,"EWM, EWP, THD",30,1.8976564857314107,1.6710344494001446,1.1356178123153697
2011-09-30,2011-10-31,0.1451004537879521,0.12402172905321143,"THD, EWZ, EWH",30,2.173007302944689,1.8782790311222317,1.1569139978346898
2011-10-31,2011-11-30,-0.002718804498274515,-0.02739930372670514,"EIDO, EWH, EWJ",30,2.1670993209146596,1.826815493465012,1.1862715904627097
2011-11-30,2011-12-30,-0.046017845224052056,-0.027338327234071372,"EWZ, MCHI, VNM",30,2.0673740797796607,1.776873413708394,1.1634897927055943
2011-12-30,2012-01-31,0.17344994194806276,0.08525397181678374,"TUR, VNM, EPOL",30,2.4259599939023726,1.9283589296426817,1.25804379911363
2012-01-31,2012-02-29,0.039410210378872455,0.051213726342001546,"SPY, EIDO, ECH",30,2.521567587632793,2.0271173761545573,1.243917899029709
2012-02-29,2012-03-30,0.016854555686248534,0.00023624025572375936,"EIDO, IWM, EWA",30,2.5640674889551893,2.027596262881882,1.264584836682824
2012-03-30,2012-04-30,-0.04001868826403302,-0.014265722155409492,"EWI, EWZ, MCHI",32,2.46145687142675,1.9986711379522626,1.231546713557206
2012-04-30,2012-05-31,-0.12463335257442516,-0.10755260756956256,"EWZ, EWP, EWT",32,2.1546772493234783,1.783708845391472,1.2079758727947494
2012-05-31,2012-06-29,0.13874536425043002,0.06818288405084816,"EWP, EIDO, EWI",32,2.4536287291229786,1.9053272587772712,1.2877728578226375
2012-06-29,2012-07-31,-0.009676482633358408,0.005126352914303928,"ECH, EWY, VNM",32,2.429886233336911,1.9150946387230068,1.2688073916582887
2012-07-31,2012-08-31,-0.014941105768594828,0.0224083147068508,"VNM, ECH, EWJ",32,2.3935810461189715,1.9580086820809146,1.222456809320755
2012-08-31,2012-09-28,0.020098333576505627,0.03761968822594331,"VNM, EIDO, EWW",32,2.441688036426272,2.031668358244489,1.2018142757000312
2012-09-28,2012-10-31,-0.010400678023571993,0.0036216979112908172,"VNM, EWC, EWZ",32,2.4162928253253946,2.039026447293979,1.1850227977827807
2012-10-31,2012-11-30,0.048228830642368235,0.018369938593956966,"EPOL, EWT, QQQ",32,2.5328278027803823,2.0764832379222233,1.2197679983753626
2012-11-30,2012-12-31,0.030234250618300873,0.05278638320444155,"EIDO, EWC, ECH",32,2.6094059533426446,2.186093277836785,1.193638889885221
2012-12-31,2013-01-31,0.031696952467269814,0.03242603412061444,"QQQ, EIDO, SPY",32,2.6921161698135574,2.2569796130547664,1.192795962463234
2013-01-31,2013-02-28,-0.00537311679227348,-0.010140538313967239,"TUR, EZA, EWY",32,2.6776511152147813,2.2340926248147417,1.1985407791392808
2013-02-28,2013-03-28,-0.030640922089975042,0.003758488932971541,"EWI, INDA, EPOL",32,2.5956054160093505,2.242489437220341,1.1574660611229952
2013-03-28,2013-04-30,0.07386171034661815,0.027294939414215978,"EWI, EWP, EPOL",32,2.7873212714207463,2.3036980505462896,1.2099334245474453
2013-04-30,2013-05-31,0.004581585383660529,-0.024427244935661202,"VNM, EWW, EWY",32,2.8000916218174536,2.2474250540077905,1.2459110112811564
2013-05-31,2013-06-28,-0.07971610506650224,-0.05078453544384186,"EWA, EWZ, THD",32,2.5768792238968206,2.1332906166951537,1.2079363232229767
2013-06-28,2013-07-31,0.012962418327786404,0.0350322714728379,"VNM, EWI, EIDO",32,2.6102818103771526,2.208024632709676,1.1821796603663015
2013-07-31,2013-08-30,-0.11275126114030547,-0.03860656056917217,"ECH, EIDO, INDA",32,2.315969244325529,2.122780395988746,1.0910074582852929
2013-08-30,2013-09-30,0.09315322035187679,0.0699287762719363,"EIDO, THD, TUR",32,2.5317092376703547,2.271223831374295,1.1146894474678184
2013-09-30,2013-10-31,0.04384843018083462,0.04527014982923237,"EWW, EWU, EPHE",32,2.642720713416517,2.3740424745163327,1.113173307463643
2013-10-31,2013-11-29,-0.07198083292577044,-0.003502521745023423,"THD, ECH, EIDO",32,2.45249547527461,2.36572733912573,1.0366771498616345
2013-11-29,2013-12-31,-0.021430352107572825,0.004459052250040823,"EIDO, ECH, THD",32,2.399937633697246,2.3762762409402414,1.0099573409645515
2013-12-31,2014-01-31,-0.09941720385069149,-0.05080646399956598,"TUR, THD, EWZ",32,2.161342544739021,2.255546047651887,0.9582347241321294
2014-01-31,2014-02-28,0.05935539640480222,0.05379047173209063,"ECH, EWZ, EWH",33,2.289629888248569,2.376872933568535,0.9632950318513733
2014-02-28,2014-03-31,0.058430234538379956,0.02054641515696521,"EWW, ASHR, TUR",33,2.423413499625018,2.4257091516369877,0.9990536161310103
2014-03-31,2014-04-30,0.012873934525438576,0.014037685872651542,"ASHR, EWJ, EPHE",33,2.4546123663472543,2.4597604947260843,0.9979070611184024
2014-04-30,2014-05-30,0.016858090538240795,0.017327422107716685,"VNM, EWY, IWM",33,2.4959924438554215,2.502381803102089,0.9974466888950572
2014-05-30,2014-06-30,0.0300358353342407,0.015195426887773903,"EWZ, EIDO, THD",33,2.570961661894572,2.5404065628364227,1.01202764136463
2014-06-30,2014-07-31,-0.016996987716873007,-0.005908037743744753,"EIDO, ECH, EPOL",33,2.5272630581067985,2.5253977449787284,1.0007386215227994
2014-07-31,2014-08-29,0.0007739548055849902,0.02103152160617655,"EPOL, EWG, ECH",33,2.5292190454955974,2.578510702216438,0.9808836718503939
2014-08-29,2014-09-30,-0.005793040953716948,-0.04448302591245093,"EPOL, EWJ, EDEN",33,2.5145671759841206,2.463810743834212,1.020600783675016
2014-09-30,2014-10-31,0.05288965906748285,0.008971279520155464,"EWZ, TUR, EWA",33,2.6475617766242037,2.485914278701911,1.065025370869466
2014-10-31,2014-11-28,-0.026634456729017358,0.004974329015467625,"EWZ, EWW, EIDO",33,2.577045407047306,2.498280034228423,1.0315278398497105
2014-11-28,2014-12-31,-0.0681599462631897,-0.030892852536817655,"EWM, VNM, EWZ",33,2.401394130585162,2.421101037535329,0.9918603533497188
2014-12-31,2015-01-30,0.00114803680083105,-0.008704435974334984,"EPOL, THD, EWI",33,2.4041510194203735,2.4000267185667066,1.0017184395580938
2015-01-30,2015-02-27,0.05378135986346799,0.048135727505292936,"EWZ, EWW, EWC",33,2.5334495305619438,2.515553750697056,1.0071140518702608
2015-02-27,2015-03-31,0.026547420601915173,-0.015110483517843882,"TUR, EWS, ASHR",33,2.600706080823496,2.4775425172088976,1.0497119878908676
2015-03-31,2015-04-30,0.0516265538277656,0.03814532718258594,"VNM, EWA, EWU",33,2.7349715732953275,2.572049187136599,1.0633434177594816
2015-04-30,2015-05-29,0.02073249807469757,-0.013780562104863265,"EIDO, INDA, EPHE",33,2.7916743661730257,2.5366049035765,1.100555455931229
2015-05-29,2015-06-30,0.0016608368372636646,-0.02573136206071841,"EWZ, EZA, EWM",33,2.7963108817980107,2.4713346043975792,1.1314982911752045
2015-06-30,2015-07-31,-0.0691120671788457,-0.016527020670777944,"ASHR, MCHI, EWL",33,2.6030520562822494,2.4304908063062918,1.0709985199401784
