date,ticker,pred_return,actual_return
2015-03-03,XBI,-0.044660838709802,0.03641698322617115
2015-03-03,XHB,-0.0136980046360469,-0.021727080876282612
2015-03-03,KBE,-0.0152473972376018,-0.006913239713514763
2015-03-03,XME,-0.0472556916175193,-0.0873684263725053
2015-03-03,XOP,-0.0446254440965707,-0.06647006938138023
2015-03-03,OIH,-0.0392830181760411,-0.05475926299263867
2015-03-03,ITB,-0.0175132927583288,-0.019174239347527933
2015-03-03,IBB,-0.0313985164413574,0.014530194873504154
2015-03-03,SMH,-0.0223478573898923,-0.03790649669182555
2015-03-03,XRT,-0.013600435909417,-0.011783854836967866
2015-03-03,KRE,-0.0190312643687282,-0.0029806208886984376
2015-03-03,XAR,-0.0150705740084727,-0.013939010024826448
2015-03-03,HACK,-0.0291970992605086,-0.04807673608694296
2015-03-03,TAN,-0.0295580092964252,-0.010306848168427973
2015-03-03,SKYY,-0.02114765933875,-0.030069909718960286
2015-03-03,IGV,-0.0605196961475312,-0.03221168643430128
2015-03-03,SOXX,-0.0280754269247135,-0.02361162554183771
2015-03-03,GDX,-0.0250420517944874,-0.1350953650080008
2015-03-03,GDXJ,-0.0401858329925057,-0.17576463522573416
2015-03-03,XSD,-0.0218337111397495,-0.012283302255732709
2015-03-03,MOO,-0.0220482424214679,-0.03405801295408828
2015-03-03,PBW,-0.0458315482449876,-0.005494433921298447
2015-03-03,ARKK,-0.0331661327439631,-0.023813931399468746
2015-03-03,ARKG,-0.0253684616181483,-0.017310942148563102
2015-03-03,IHI,-0.0133911624321337,-0.01619277508550876
2015-03-03,ITA,-0.0253130479206236,-0.017893292520921755
2015-03-03,IYT,-0.0207667364773155,-0.024584448483249033
2015-03-03,PHO,-0.0108425978398725,-0.03209178233029486
2015-03-03,FDN,-0.0342213622134288,-0.023160745320037313
2015-03-03,KWEB,0.0112736806469631,0.0065623876635996226
2015-03-03,CQQQ,-0.0230480658912864,-0.0005484783273869143
2015-03-03,ASHR,-0.0476429196592396,-0.008401246403212381
2015-03-10,XBI,-0.0416629507571122,0.03091005212818665
2015-03-10,XHB,-0.0247008891373615,0.007688091148695619
2015-03-10,KBE,-0.0175704501781049,0.0286230773241114
2015-03-10,XME,0.0352977411433519,-0.013803377719898258
2015-03-10,XOP,-0.0370418716330894,-0.013428375372775858
2015-03-10,OIH,0.0084593497736837,-0.024962171625915186
2015-03-10,ITB,-0.0348077494218326,0.006381398890303647
2015-03-10,IBB,-0.0176956128409727,0.03929621732530064
2015-03-10,SMH,-0.0038613677877428,0.009693071211113846
2015-03-10,XRT,-0.0200088946108931,0.027385703377733384
2015-03-10,KRE,-0.0141795542249482,0.032081822524392845
2015-03-10,XAR,-0.0118598194429049,0.0145857402998113
