date,next_month_end,ticker,horizon_days,pred_return,actual_return
2000-07-31,2000-08-31,EWG,23,0.013803909562441596,-0.04566019157026713
2000-07-31,2000-08-31,EWH,23,-0.019680744359969804,0.03942431976741023
2000-07-31,2000-08-31,EWI,23,0.04406004015437426,-0.015762522365033504
2000-07-31,2000-08-31,EWJ,23,0.097404728690893,0.06661497570836317
2000-07-31,2000-08-31,EWL,23,-0.0013770135294921548,-0.002001924402402877
2000-07-31,2000-08-31,EWM,23,0.04474357047110478,-0.0016889462190671223
2000-07-31,2000-08-31,EWN,23,0.022100136879202426,-0.009016907397005225
2000-07-31,2000-08-31,EWP,23,0.02491446645115758,-0.01721989674066271
2000-07-31,2000-08-31,EWQ,23,0.022441770531559824,-0.017914177283767208
2000-07-31,2000-08-31,EWS,23,-0.0038209720621582566,0.055967537032236114
2000-07-31,2000-08-31,EWU,23,0.016984186582975624,0.008872501273619937
2000-07-31,2000-08-31,EWW,23,-0.01374158072306908,0.04981438733935373
2000-07-31,2000-08-31,EWY,23,0.1450933315554177,0.016949205073546247
2000-07-31,2000-08-31,IWM,23,0.022081895998851575,0.06965186279398283
2000-07-31,2000-08-31,QQQ,23,0.06015880495830661,0.13626808347979447
2000-07-31,2000-08-31,SPY,23,0.03395411407034077,0.06534136574015781
2000-08-31,2000-09-29,EWA,20,0.02341389859959775,-0.0440248418785284
2000-08-31,2000-09-29,EWC,20,-0.043616664095444735,-0.05147100144859407
2000-08-31,2000-09-29,EWD,20,-0.02349074635838655,-0.11167473016307172
2000-08-31,2000-09-29,EWG,20,0.0177233429847119,-0.06079018673282843
2000-08-31,2000-09-29,EWH,20,-0.02658105000549249,-0.1018516585126269
2000-08-31,2000-09-29,EWI,20,-0.00830085695082916,-0.05027942869388291
2000-08-31,2000-09-29,EWJ,20,-0.01613746250621273,-0.04932719672583019
2000-08-31,2000-09-29,EWL,20,0.008236048073723579,-0.051383343319776564
2000-08-31,2000-09-29,EWM,20,0.006295981090188363,-0.11578960653898296
2000-08-31,2000-09-29,EWN,20,0.00045982440367819954,-0.03968241007987128
2000-08-31,2000-09-29,EWP,20,0.028709822537345442,0.0025703633894644806
2000-08-31,2000-09-29,EWQ,20,-0.010669480839779588,-0.06603746554661771
2000-08-31,2000-09-29,EWS,20,-0.04344030126977483,-0.10569121457424724
2000-08-31,2000-09-29,EWT,20,0.01675012692134814,-0.16296293806128304
2000-08-31,2000-09-29,EWU,20,0.0018067170216746753,-0.030508341031991515
2000-08-31,2000-09-29,EWW,20,-0.04647436023054985,-0.09328382192825613
2000-08-31,2000-09-29,EWY,20,-0.030813000737043295,-0.1266666132731432
2000-08-31,2000-09-29,IWM,20,-0.016342775914320873,-0.032767347603254726
2000-08-31,2000-09-29,QQQ,20,-0.04384875719937242,-0.1266909781392539
2000-08-31,2000-09-29,SPY,20,-0.01766339431033137,-0.05486256000265277
2000-09-29,2000-10-31,EWA,22,-0.000345383930618004,-0.05263152896527845
2000-09-29,2000-10-31,EWC,22,0.006362393199484506,-0.0775194968577193
2000-09-29,2000-10-31,EWD,22,0.057166529986576675,-0.04857172834679202
2000-09-29,2000-10-31,EWG,22,0.009666812273922964,0.009708672967550624
2000-09-29,2000-10-31,EWH,22,-0.0022214989343577463,-0.056700911090007744
2000-09-29,2000-10-31,EWI,22,-0.01969484751713446,0.023529741326750786
2000-09-29,2000-10-31,EWJ,22,0.008200657162231728,-0.04245269731174439
2000-09-29,2000-10-31,EWL,22,-0.0009041676440568747,0.02083351312082593
2000-09-29,2000-10-31,EWM,22,0.05854403120716478,0.09523812888727523
2000-09-29,2000-10-31,EWN,22,0.011900768121111849,0.002754380678692936
2000-09-29,2000-10-31,EWP,22,-0.010698980773685474,-0.03589746646863512
2000-09-29,2000-10-31,EWQ,22,0.02634867084886361,-0.017676959312038942
2000-09-29,2000-10-31,EWS,22,0.009343587009207344,0.0
2000-09-29,2000-10-31,EWT,22,0.13409439713068738,-0.1194691697410718
2000-09-29,2000-10-31,EWU,22,-0.0039616704382124945,0.027971468114897036
2000-09-29,2000-10-31,EWW,22,0.06856982984976367,0.041152077487550676
2000-09-29,2000-10-31,EWY,22,0.0020411578447787626,-0.16412204323868795
2000-09-29,2000-10-31,EWZ,22,0.02610659078578048,-0.11034487395514991
2000-09-29,2000-10-31,IWM,22,-0.019738343738608166,-0.044631773144210185
2000-09-29,2000-10-31,QQQ,22,0.04413785766127387,-0.07940173523562888
2000-09-29,2000-10-31,SPY,22,0.012713536303280426,-0.00467798845908729
2000-10-31,2000-11-30,EWA,21,0.017466988622935276,0.0069442157944918925
2000-10-31,2000-11-30,EWC,21,0.051297108485855114,-0.11344500130137836
2000-10-31,2000-11-30,EWD,21,-0.01881862750576535,-0.1741742248141177
2000-10-31,2000-11-30,EWG,21,-0.03152204350974941,-0.06730749497867672
2000-10-31,2000-11-30,EWH,21,-0.023336089933569282,-0.08196755712801729
2000-10-31,2000-11-30,EWI,21,-0.019599275789533355,0.040229442789616376
2000-10-31,2000-11-30,EWJ,21,0.0203742655362682,-0.0738921298061177
2000-10-31,2000-11-30,EWL,21,-0.03467641811439137,-0.00816346880611385
2000-10-31,2000-11-30,EWM,21,-0.03055060984311908,-0.04347801682078445
2000-10-31,2000-11-30,EWN,21,-0.031164766307414937,-0.03846101018363368
2000-10-31,2000-11-30,EWP,21,-0.008538029224869903,-0.09308474694049296
2000-10-31,2000-11-30,EWQ,21,-0.01524908667891589,-0.059125990368791737
2000-10-31,2000-11-30,EWS,21,0.016507927481657525,-0.04545465588104591
2000-10-31,2000-11-30,EWT,21,0.01723706467999886,-0.08542720972855533
2000-10-31,2000-11-30,EWU,21,-0.057390728534032376,-0.061224050370628946
2000-10-31,2000-11-30,EWW,21,-0.002746860389951644,-0.09881421571089988
2000-10-31,2000-11-30,EWY,21,0.0867222583184557,-0.07762542491825919
2000-10-31,2000-11-30,EWZ,21,0.03229750887615079,-0.10465094265445574
2000-10-31,2000-11-30,IWM,21,-0.004886509611131018,-0.09974793998083986
2000-10-31,2000-11-30,QQQ,21,0.05038772089674559,-0.22910673590822084
2000-10-31,2000-11-30,SPY,21,-0.017170951583217353,-0.07465273649260018
2000-11-30,2000-12-29,EWA,20,0.009789954460982742,0.05189034246308899
2000-11-30,2000-12-29,EWC,20,0.0959769721804089,0.03696282042571197
2000-11-30,2000-12-29,EWD,20,0.10059197321991409,0.08750888420919511
2000-11-30,2000-12-29,EWG,20,-0.009888308041929195,0.07216472161651821
2000-11-30,2000-12-29,EWH,20,0.06796958599046743,0.10120909587782179
2000-11-30,2000-12-29,EWI,20,-0.03832787557085704,0.1164800145604532
2000-11-30,2000-12-29,EWJ,20,0.04247729057304683,-0.009476860945848986
2000-11-30,2000-12-29,EWL,20,-0.006414527352833432,0.1184027915998247
2000-11-30,2000-12-29,EWM,20,-0.04407766530574697,-0.0769393274957838
2000-11-30,2000-12-29,EWN,20,-0.003266630776874613,0.04829217312584477
2000-11-30,2000-12-29,EWP,20,0.04759896465926272,0.12410701753189834
2000-11-30,2000-12-29,EWQ,20,0.01147172673034036,0.16798997335528654
2000-11-30,2000-12-29,EWS,20,-0.025490554827697465,0.007960125002439034
2000-11-30,2000-12-29,EWT,20,0.08100520028411573,-0.07142837961402693
2000-11-30,2000-12-29,EWU,20,0.018185243066315415,0.022743178729986768
2000-11-30,2000-12-29,EWW,20,0.03147019261633366,-0.06068639371377016
2000-11-30,2000-12-29,EWY,20,0.10840721401793552,-0.029703324643964857
2000-11-30,2000-12-29,EWZ,20,0.060495976873363055,0.14320571058639953
2000-11-30,2000-12-29,IWM,20,0.06917586148837929,0.07924214630150939
2000-11-30,2000-12-29,QQQ,20,0.18302278428663943,-0.07318297934666951
2000-11-30,2000-12-29,SPY,20,0.03889914965408314,-0.005226595939835432
2000-12-29,2001-01-31,EWA,21,-0.023823206694780996,0.04421033826255538
2000-12-29,2001-01-31,EWC,21,-0.005303561156373204,0.05420589920641805
2000-12-29,2001-01-31,EWD,21,-0.012857268244023112,0.093146641026282
2000-12-29,2001-01-31,EWG,21,-0.03844837470656537,0.051282042794781546
2000-12-29,2001-01-31,EWH,21,-0.027517691881736805,0.0565216281415859
2000-12-29,2001-01-31,EWI,21,-0.10677815060460139,0.009502232294060553
2000-12-29,2001-01-31,EWJ,21,-0.01639624722413069,-0.0056494422898130114
2000-12-29,2001-01-31,EWL,21,-0.07360138132654426,-0.024535294865984825
2000-12-29,2001-01-31,EWM,21,0.06144131085708815,0.11604900544017727
2000-12-29,2001-01-31,EWN,21,-0.04193299061875344,0.005840165205794445
2000-12-29,2001-01-31,EWP,21,-0.076889410651099,0.11128088493506616
2000-12-29,2001-01-31,EWQ,21,-0.08024029674917788,0.012253296619549214
2000-12-29,2001-01-31,EWS,21,0.0035317772042045004,0.023077376276512185
2000-12-29,2001-01-31,EWT,21,-0.006837242780991071,0.23739634473262816
2000-12-29,2001-01-31,EWU,21,0.004532786528780308,0.011631343723292442
2000-12-29,2001-01-31,EWW,21,0.03313365044968952,0.15305140349092827
2000-12-29,2001-01-31,EWY,21,0.048315077246193106,0.2326533180442898
2000-12-29,2001-01-31,EWZ,21,-0.049704119328966234,0.136363677043559
2000-12-29,2001-01-31,IWM,21,-0.029464328755781977,0.05378549091219487
2000-12-29,2001-01-31,QQQ,21,0.15859101819962707,0.10149901702150932
2000-12-29,2001-01-31,SPY,21,0.018683767765065973,0.04445899604120429
2001-01-31,2001-02-28,EWA,19,-0.03112573071793212,-0.047378973715034856
2001-01-31,2001-02-28,EWC,19,-0.04858896938145896,-0.158156117128737
2001-01-31,2001-02-28,EWD,19,-0.0576770839272952,-0.13254852118849736
2001-01-31,2001-02-28,EWG,19,-0.02714681309616196,-0.09024384100351213
2001-01-31,2001-02-28,EWH,19,-0.009885007519829125,-0.017283860613158897
2001-01-31,2001-02-28,EWI,19,-0.010835103024107062,-0.09544649211251022
2001-01-31,2001-02-28,EWJ,19,-0.004774737615074076,-0.04272725193557725
2001-01-31,2001-02-28,EWL,19,-0.011891673254113555,-0.04573170731707321
2001-01-31,2001-02-28,EWM,19,-0.051270018957031316,-0.08849541356126034
2001-01-31,2001-02-28,EWN,19,-0.022205482585168412,-0.05127074330396453
2001-01-31,2001-02-28,EWP,19,-0.015945647622837344,-0.040800062445318086
2001-01-31,2001-02-28,EWQ,19,-0.03006689052163558,-0.1136455650921343
2001-01-31,2001-02-28,EWS,19,-0.014598027727861451,-0.027067896249450718
2001-01-31,2001-02-28,EWT,19,-0.05042662046245705,-0.08186687331464815
2001-01-31,2001-02-28,EWU,19,-0.013303880855595196,-0.06393765198941348
2001-01-31,2001-02-28,EWW,19,-0.05540646879173794,-0.07100953644862995
2001-01-31,2001-02-28,EWY,19,-0.05475620179763063,-0.0880795549434843
2001-01-31,2001-02-28,EWZ,19,-0.04966472447000436,-0.12000003150253091
2001-01-31,2001-02-28,IWM,19,-0.05235095117589794,-0.06689765601040076
2001-01-31,2001-02-28,QQQ,19,0.06564859329617123,-0.26205291263088437
2001-01-31,2001-02-28,SPY,19,-0.014706359596458607,-0.09538710552817942
2001-02-28,2001-03-30,EWA,22,0.00975130733911711,-0.12169301056044002
2001-02-28,2001-03-30,EWC,22,0.09229093511330166,-0.08593092947511671
2001-02-28,2001-03-30,EWD,22,0.043091001662143524,-0.21238947302895694
2001-02-28,2001-03-30,EWG,22,0.03743433169177335,-0.10455785949218643
2001-02-28,2001-03-30,EWH,22,-0.019559208494586255,-0.10636515456883477
2001-02-28,2001-03-30,EWI,22,0.046467606910957526,-0.0634074882199589
2001-02-28,2001-03-30,EWJ,22,0.024543172286253023,-0.02754065078405099
2001-02-28,2001-03-30,EWL,22,0.02787416898345141,-0.10223614262257719
2001-02-28,2001-03-30,EWM,22,-0.018061866594489828,-0.09126239981771911
2001-02-28,2001-03-30,EWN,22,0.017814208687773503,-0.10623573089526461
2001-02-28,2001-03-30,EWP,22,0.016933334585747417,-0.06543997497098086
2001-02-28,2001-03-30,EWQ,22,0.04988518322616908,-0.08352129434984934
2001-02-28,2001-03-30,EWS,22,0.0013452840227252683,-0.16537861444670998
2001-02-28,2001-03-30,EWT,22,-0.005224717870235374,0.0025000825027223783
2001-02-28,2001-03-30,EWU,22,0.03314677992559689,-0.060514768777453765
2001-02-28,2001-03-30,EWW,22,-0.021066483275474113,-0.0189339654346673
2001-02-28,2001-03-30,EWY,22,0.02497648312194123,-0.11111122906679372
2001-02-28,2001-03-30,EWZ,22,0.06547790847649315,-0.09212126446271252
2001-02-28,2001-03-30,IWM,22,0.011365868638309795,-0.046396199922795756
2001-02-28,2001-03-30,QQQ,22,0.19063776109252495,-0.17492103180533147
2001-02-28,2001-03-30,SPY,22,0.0498413521787715,-0.05603765855692289
2001-03-30,2001-04-30,EWA,20,0.07026047980705918,0.13252984139334756
2001-03-30,2001-04-30,EWC,20,0.006654498886791371,0.08755741315440813
2001-03-30,2001-04-30,EWD,20,0.09569155504149807,0.13483160895659463
2001-03-30,2001-04-30,EWG,20,0.012959384427307263,0.057485286141797376
2001-03-30,2001-04-30,EWH,20,0.042264130035040814,0.0065605102636019375
2001-03-30,2001-04-30,EWI,20,-0.0010955652999168342,0.04702859113155067
2001-03-30,2001-04-30,EWJ,20,-0.020203523162787063,0.09570374533152548
2001-03-30,2001-04-30,EWL,20,-0.004909519593310541,0.010675946006890813
2001-03-30,2001-04-30,EWM,20,0.07477695615702817,-0.08333288540651251
2001-03-30,2001-04-30,EWN,20,0.036191587389894364,0.07028413250966348
2001-03-30,2001-04-30,EWP,20,0.010323752826796984,0.048577613700059974
2001-03-30,2001-04-30,EWQ,20,0.009957724215535091,0.09359633646247656
2001-03-30,2001-04-30,EWS,20,0.058530318394017566,0.02037060717836403
2001-03-30,2001-04-30,EWT,20,0.023394830407929,-0.06400664107102305
2001-03-30,2001-04-30,EWU,20,0.009747464218089252,0.06186209903737461
2001-03-30,2001-04-30,EWW,20,-0.006342974738943297,0.07290909001811041
2001-03-30,2001-04-30,EWY,20,0.056670146426785806,0.1446079732650194
2001-03-30,2001-04-30,EWZ,20,0.06037799459026649,0.018024531343044714
2001-03-30,2001-04-30,IWM,20,-0.005617947055648109,0.08258903356547664
2001-03-30,2001-04-30,QQQ,20,0.07723402424395731,0.17879921431512735
2001-03-30,2001-04-30,SPY,20,-0.015316408525757774,0.08544030630146482
2001-04-30,2001-05-31,EWA,22,-0.043721410894694945,0.006383226371121875
2001-04-30,2001-05-31,EWC,22,-0.025763563137235157,0.03389784239000959
2001-04-30,2001-05-31,EWD,22,-0.13142372152179815,-0.04950474401460514
2001-04-30,2001-05-31,EWG,22,-0.014856288548432128,-0.05436036500472807
2001-04-30,2001-05-31,EWH,22,-0.015846252515730463,-0.010241963164003165
2001-04-30,2001-05-31,EWI,22,-0.03497373994730346,-0.07749251714145566
2001-04-30,2001-05-31,EWJ,22,-0.08610235571765146,-0.029412671715536187
2001-04-30,2001-05-31,EWL,22,-0.01425850610770485,-0.014084403063926332
2001-04-30,2001-05-31,EWM,22,-0.08077984989102882,-0.060606078897667115
2001-04-30,2001-05-31,EWN,22,-0.022245374536260965,-0.03911160273408942
2001-04-30,2001-05-31,EWP,22,-0.01009202536540843,-0.056761110453664165
2001-04-30,2001-05-31,EWQ,22,-0.049817955263123714,-0.06486531825988551
2001-04-30,2001-05-31,EWS,22,-0.06035182338931844,-0.030852834581492683
2001-04-30,2001-05-31,EWT,22,0.014788117845699222,-0.07637671008776314
2001-04-30,2001-05-31,EWU,22,-0.04127343531841299,-0.022822751317024714
2001-04-30,2001-05-31,EWW,22,-0.050821874353972785,0.08994025094754288
2001-04-30,2001-05-31,EWY,22,-0.11565025213181612,0.0756602233876218
2001-04-30,2001-05-31,EWZ,22,-0.04663905892681641,-0.034098651943973324
2001-04-30,2001-05-31,IWM,22,-0.05519672012764498,0.02165026392838576
2001-04-30,2001-05-31,QQQ,22,-0.047139668060510065,-0.030769045346197288
2001-04-30,2001-05-31,SPY,22,-0.04983820822050811,-0.005605627392041401
2001-05-31,2001-06-29,EWA,21,-0.003121400594730095,0.024312724919992812
2001-05-31,2001-06-29,EWC,21,-0.021907963017392507,-0.05737670329884759
2001-05-31,2001-06-29,EWD,21,-0.015036825163911027,-0.059027641787629315
2001-05-31,2001-06-29,EWG,21,0.02666143086407069,-0.005987579591462455
2001-05-31,2001-06-29,EWH,21,-0.008903660263065771,-0.05174049672780401
2001-05-31,2001-06-29,EWI,21,0.05094706578251862,-0.04226872918164093
2001-05-31,2001-06-29,EWJ,21,-0.019468830986322905,-0.06060575655962308
2001-05-31,2001-06-29,EWL,21,0.00880600681276289,-0.03928581011331522
2001-05-31,2001-06-29,EWM,21,-0.006788714513694227,0.06699746599331813
2001-05-31,2001-06-29,EWN,21,0.01699078208629845,-0.032663231537918724
2001-05-31,2001-06-29,EWP,21,0.03999368391697988,-0.05973447241701857
2001-05-31,2001-06-29,EWQ,21,0.018766929744624905,-0.03660843807142722
2001-05-31,2001-06-29,EWS,21,-0.005650161908852258,0.016853387086290583
2001-05-31,2001-06-29,EWT,21,0.03915591054165635,0.013461738979198667
2001-05-31,2001-06-29,EWU,21,-0.004087622221802145,-0.03196072066558597
2001-05-31,2001-06-29,EWW,21,-0.05102984390209253,0.02995075969670391
2001-05-31,2001-06-29,EWY,21,-0.03337214601563876,-0.051758228617868385
2001-05-31,2001-06-29,EWZ,21,-0.009021321231833968,-0.023760729558607196
2001-05-31,2001-06-29,IWM,21,-0.02014475266267246,0.031103122839120756
2001-05-31,2001-06-29,QQQ,21,0.010052525718190708,0.021685119667749664
2001-05-31,2001-06-29,SPY,21,-0.0036176920902096787,-0.023829605332213233
2001-06-29,2001-07-31,EWA,21,0.003450422938032549,-0.035087626639457636
2001-06-29,2001-07-31,EWC,21,0.01551416031014341,-0.012173718745908335
2001-06-29,2001-07-31,EWD,21,0.03537108311806825,0.025829908778786992
2001-06-29,2001-07-31,EWG,21,0.009310323710131518,-0.009638787280226602
2001-06-29,2001-07-31,EWH,21,0.03133634720202694,-0.027777629416691374
2001-06-29,2001-07-31,EWI,21,0.017979023226954327,0.025139795315735514
2001-06-29,2001-07-31,EWJ,21,0.01197119307838479,-0.08113394008054287
2001-06-29,2001-07-31,EWL,21,0.017312045275192034,-0.026022518519160043
2001-06-29,2001-07-31,EWM,21,-0.04997422071319457,0.10465099973132408
2001-06-29,2001-07-31,EWN,21,0.02144964282445927,0.005194880932514634
2001-06-29,2001-07-31,EWP,21,0.057465366055008404,-0.009882304184713697
2001-06-29,2001-07-31,EWQ,21,0.015788407105671087,0.002999746357906119
2001-06-29,2001-07-31,EWS,21,-0.004720956245516605,-0.03130739994107201
2001-06-29,2001-07-31,EWT,21,0.006965486910782248,-0.165085434756575
2001-06-29,2001-07-31,EWU,21,0.008349275017294433,-0.012698553390866563
2001-06-29,2001-07-31,EWW,21,-0.03617288252463868,-0.05578622458810156
2001-06-29,2001-07-31,EWY,21,0.005997953501538644,-0.08327517127544204
2001-06-29,2001-07-31,EWZ,21,0.047241197744005925,-0.11682908355525046
2001-06-29,2001-07-31,IWM,21,-0.017538454062174802,-0.05564267771481568
2001-06-29,2001-07-31,QQQ,21,0.03062150202259284,-0.08621401090854397
2001-06-29,2001-07-31,SPY,21,0.006541952302931531,-0.010195899822839749
2001-07-31,2001-08-31,EWA,23,0.01872040091654803,0.019895377184024676
2001-07-31,2001-08-31,EWC,23,-0.01221824323886267,-0.05072242200090593
2001-07-31,2001-08-31,EWD,23,-0.05243306566301864,-0.07733097923942955
2001-07-31,2001-08-31,EWG,23,-0.00903453066425397,-0.0610153008406934
2001-07-31,2001-08-31,EWH,23,-0.01491470463150757,-0.05968939610118296
2001-07-31,2001-08-31,EWI,23,-0.024966979296087044,-0.015312240494640528
2001-07-31,2001-08-31,EWJ,23,0.026458120556440035,-0.02765933386726971
2001-07-31,2001-08-31,EWL,23,-0.0002295122525644011,0.0034052282779990506
2001-07-31,2001-08-31,EWM,23,-0.05138565098626169,0.05247567347985238
2001-07-31,2001-08-31,EWN,23,-0.01734197894424161,-0.029094277139808056
2001-07-31,2001-08-31,EWP,23,-0.01590688515381511,0.02474075493707306
2001-07-31,2001-08-31,EWQ,23,-0.027317204011249596,-0.020354799505452603
2001-07-31,2001-08-31,EWS,23,-0.029185733160496885,0.00412734193285802
2001-07-31,2001-08-31,EWT,23,0.0119072929798556,0.007954352876828219
2001-07-31,2001-08-31,EWU,23,-0.00034998840325406455,-0.0073025505269681545
2001-07-31,2001-08-31,EWW,23,-0.015811844407051745,-0.026289327882218494
2001-07-31,2001-08-31,EWY,23,0.011546487801270322,0.015284843292085792
2001-07-31,2001-08-31,EWZ,23,0.014801399513567404,-0.07982980963123387
2001-07-31,2001-08-31,IWM,23,0.015628156323387543,-0.024316548038632924
2001-07-31,2001-08-31,QQQ,23,0.03179713197412992,-0.12284501452422014
