security,name,file,status,rows
APTY IB Equity,Apollo Tyres Ltd,APTY-IB-Equity.csv,downloaded,5224
ARBP IB Equity,Aurobindo Pharma Ltd,ARBP-IB-Equity.csv,downloaded,5225
ARCP IB Equity,Anant Raj Ltd,ARCP-IB-Equity.csv,downloaded,4641
ARENM IB Equity,Amara Raja Energy & Mobility L,ARENM-IB-Equity.csv,downloaded,5224
ARTO IB Equity,Aarti Industries Ltd,ARTO-IB-Equity.csv,downloaded,5085
ASTERDM IB Equity,Aster DM Healthcare Ltd,ASTERDM-IB-Equity.csv,downloaded,705
ASTR IB Equity,AstraZeneca Pharma India Ltd,ASTR-IB-Equity.csv,downloaded,5150
ASTRA IB Equity,Astral Ltd,ASTRA-IB-Equity.csv,downloaded,3417
ATGL IB Equity,Adani Total Gas Ltd,ATGL-IB-Equity.csv,downloaded,535
ATHERENE IB Equity,Ather Energy Ltd,ATHERENE-IB-Equity.csv,too_short,0
ATLP IB Equity,Atul Ltd,ATLP-IB-Equity.csv,downloaded,5200
AUBANK IB Equity,AU Small Finance Bank Ltd,AUBANK-IB-Equity.csv,downloaded,864
AWL IB Equity,AWL Agri Business Ltd,AWL-IB-Equity.csv,too_short,0
AXSB IB Equity,Axis Bank Ltd,AXSB-IB-Equity.csv,downloaded,5224
BAF IB Equity,Bajaj Finance Ltd,BAF-IB-Equity.csv,downloaded,5157
BAJAJHFL IB Equity,Bajaj Housing Finance Ltd,BAJAJHFL-IB-Equity.csv,too_short,0
BANDHAN IB Equity,Bandhan Bank Ltd,BANDHAN-IB-Equity.csv,downloaded,686
BASF IB Equity,BASF India Ltd,BASF-IB-Equity.csv,downloaded,5225
BATA IB Equity,Bata India Ltd,BATA-IB-Equity.csv,downloaded,5226
BBTC IB Equity,Bombay Burmah Trading Co,BBTC-IB-Equity.csv,downloaded,5053
BCORP IB Equity,Birla Corp Ltd,BCORP-IB-Equity.csv,downloaded,5201
BDE IB Equity,Blue Dart Express Ltd,BDE-IB-Equity.csv,downloaded,5214
BDL IB Equity,Bharat Dynamics Ltd,BDL-IB-Equity.csv,downloaded,688
BEML IB Equity,BEML Ltd,BEML-IB-Equity.csv,downloaded,5225
BHARTI IB Equity,Bharti Airtel Ltd,BHARTI-IB-Equity.csv,downloaded,4695
BHARTIHE IB Equity,Bharti Hexacom Ltd,BHARTIHE-IB-Equity.csv,too_short,0
BHE IB Equity,Bharat Electronics Ltd,BHE-IB-Equity.csv,downloaded,5225
BHEL IB Equity,Bharat Heavy Electricals Ltd,BHEL-IB-Equity.csv,downloaded,5225
BHFC IB Equity,Bharat Forge Ltd,BHFC-IB-Equity.csv,downloaded,5223
BIKAJI IB Equity,Bikaji Foods International Ltd,BIKAJI-IB-Equity.csv,too_short,0
BIL IB Equity,Balkrishna Industries Ltd,BIL-IB-Equity.csv,downloaded,5016
BIOS IB Equity,Biocon Ltd,BIOS-IB-Equity.csv,downloaded,4158
BJAUT IB Equity,Bajaj Auto Ltd,BJAUT-IB-Equity.csv,downloaded,3122
BJFIN IB Equity,Bajaj Finserv Ltd,BJFIN-IB-Equity.csv,downloaded,3122
BJHI IB Equity,Bajaj Holdings & Investment Lt,BJHI-IB-Equity.csv,downloaded,5225
BLSIN IB Equity,BLS International Services Ltd,BLSIN-IB-Equity.csv,downloaded,1069
BLSTR IB Equity,Blue Star Ltd,BLSTR-IB-Equity.csv,downloaded,5183
BLUEJET IB Equity,Blue Jet Healthcare Ltd,BLUEJET-IB-Equity.csv,too_short,0
BOB IB Equity,Bank of Baroda,BOB-IB-Equity.csv,downloaded,5225
BOI IB Equity,Bank of India,BOI-IB-Equity.csv,downloaded,5225
BOMH IB Equity,Bank of Maharashtra,BOMH-IB-Equity.csv,downloaded,4154
BOOT IB Equity,Abbott India Ltd,BOOT-IB-Equity.csv,downloaded,5223
BOS IB Equity,Bosch Ltd,BOS-IB-Equity.csv,downloaded,5192
BPCL IB Equity,Bharat Petroleum Corp Ltd,BPCL-IB-Equity.csv,downloaded,5225
BRCM IB Equity,Balrampur Chini Mills Ltd,BRCM-IB-Equity.csv,downloaded,5189
BRGD IB Equity,Brigade Enterprises Ltd,BRGD-IB-Equity.csv,downloaded,3221
BRGR IB Equity,Berger Paints India Ltd,BRGR-IB-Equity.csv,downloaded,5206
BRIT IB Equity,Britannia Industries Ltd,BRIT-IB-Equity.csv,downloaded,5225
BSOFT IB Equity,Birlasoft Ltd,BSOFT-IB-Equity.csv,downloaded,4951
BYRCS IB Equity,Bayer CropScience Ltd/India,BYRCS-IB-Equity.csv,downloaded,5202
CAMPUS IB Equity,Campus Activewear Ltd,CAMPUS-IB-Equity.csv,too_short,0
CAMS IB Equity,Computer Age Management Servic,CAMS-IB-Equity.csv,downloaded,63
CANF IB Equity,Can Fin Homes Ltd,CANF-IB-Equity.csv,downloaded,5100
CBK IB Equity,Canara Bank,CBK-IB-Equity.csv,downloaded,4482
CBOI IB Equity,Central Bank of India Ltd,CBOI-IB-Equity.csv,downloaded,3312
CCLP IB Equity,CCL Products India Ltd,CCLP-IB-Equity.csv,downloaded,4928
CCRI IB Equity,Container Corp Of India Ltd,CCRI-IB-Equity.csv,downloaded,5137
CEAT IB Equity,Ceat Ltd,CEAT-IB-Equity.csv,downloaded,5197
CELLO IB Equity,Cello World Ltd,CELLO-IB-Equity.csv,too_short,0
CEMPRO IB Equity,Cemindia Projects Ltd,CEMPRO-IB-Equity.csv,downloaded,5074
CESC IB Equity,CESC Ltd,CESC-IB-Equity.csv,downloaded,5175
CFIS IB Equity,Choice International Ltd,CFIS-IB-Equity.csv,downloaded,4719
CGCL IB Equity,Capri Global Capital Ltd,CGCL-IB-Equity.csv,downloaded,4575
CGPOWER IB Equity,CG Power & Industrial Solution,CGPOWER-IB-Equity.csv,downloaded,5225
CHALET IB Equity,Chalet Hotels Ltd,CHALET-IB-Equity.csv,downloaded,470
CHMB IB Equity,Chambal Fertilisers and Chemic,CHMB-IB-Equity.csv,downloaded,5224
CHOLAHLD IB Equity,Cholamandalam Financial Holdin,CHOLAHLD-IB-Equity.csv,downloaded,5190
CIFC IB Equity,Cholamandalam Investment and F,CIFC-IB-Equity.csv,downloaded,5158
CIPLA IB Equity,Cipla Ltd/India,CIPLA-IB-Equity.csv,downloaded,5225
CLEAN IB Equity,Clean Science & Technology Ltd,CLEAN-IB-Equity.csv,too_short,0
CLGT IB Equity,Colgate-Palmolive India Ltd,CLGT-IB-Equity.csv,downloaded,5213
CLPL IB Equity,Caplin Point Laboratories Ltd,CLPL-IB-Equity.csv,downloaded,4799
COAL IB Equity,Coal India Ltd,COAL-IB-Equity.csv,downloaded,2519
COCHIN IB Equity,Cochin Shipyard Ltd,COCHIN-IB-Equity.csv,downloaded,840
COFORGE IB Equity,Coforge Ltd,COFORGE-IB-Equity.csv,downloaded,4056
COHANCE IB Equity,Cohance Lifesciences Ltd,COHANCE-IB-Equity.csv,downloaded,204
CONCORDB IB Equity,Concord Biotech Ltd,CONCORDB-IB-Equity.csv,too_short,0
CRAFTSMA IB Equity,Craftsman Automation Ltd,CRAFTSMA-IB-Equity.csv,too_short,0
CREDAG IB Equity,CreditAccess Grameen Ltd,CREDAG-IB-Equity.csv,downloaded,583
CRIN IB Equity,Coromandel International Ltd,CRIN-IB-Equity.csv,downloaded,5045
CRISIL IB Equity,CRISIL Ltd,CRISIL-IB-Equity.csv,downloaded,5214
CROMPTON IB Equity,Crompton Greaves Consumer Elec,CROMPTON-IB-Equity.csv,downloaded,1150
CRS IB Equity,Cera Sanitaryware Ltd,CRS-IB-Equity.csv,downloaded,4613
CSTRL IB Equity,Castrol India Ltd,CSTRL-IB-Equity.csv,downloaded,5225
CU IB Equity,Carborundum Universal Ltd,CU-IB-Equity.csv,downloaded,5075
CUBK IB Equity,City Union Bank Ltd,CUBK-IB-Equity.csv,downloaded,5042
CYL IB Equity,Cyient Ltd,CYL-IB-Equity.csv,downloaded,5221
DABUR IB Equity,Dabur India Ltd,DABUR-IB-Equity.csv,downloaded,5224
DALBHARA IB Equity,Dalmia Bharat Ltd,DALBHARA-IB-Equity.csv,downloaded,492
DATAPATT IB Equity,Data Patterns India Ltd,DATAPATT-IB-Equity.csv,too_short,0
DCMS IB Equity,DCM Shriram Ltd,DCMS-IB-Equity.csv,downloaded,5032
DELHIVER IB Equity,Delhivery Ltd,DELHIVER-IB-Equity.csv,too_short,0
DEVYANI IB Equity,Devyani International Ltd,DEVYANI-IB-Equity.csv,too_short,0
DFPC IB Equity,Deepak Fertilisers & Petrochem,DFPC-IB-Equity.csv,downloaded,5224
DIVI IB Equity,Divi's Laboratories Ltd,DIVI-IB-Equity.csv,downloaded,4428
DIXON IB Equity,Dixon Technologies India Ltd,DIXON-IB-Equity.csv,downloaded,815
DLFU IB Equity,DLF Ltd,DLFU-IB-Equity.csv,downloaded,3344
DLPL IB Equity,Dr Lal PathLabs Ltd,DLPL-IB-Equity.csv,downloaded,1244
DMART IB Equity,Avenue Supermarts Ltd,DMART-IB-Equity.csv,downloaded,938
DN IB Equity,Deepak Nitrite Ltd,DN-IB-Equity.csv,downloaded,5127
DOMS IB Equity,Doms Industries Ltd,DOMS-IB-Equity.csv,too_short,0
DRRD IB Equity,Dr Reddy's Laboratories Ltd,DRRD-IB-Equity.csv,downloaded,5226
ECLX IB Equity,eClerx Services Ltd,ECLX-IB-Equity.csv,downloaded,3221
EID IB Equity,EID Parry India Ltd,EID-IB-Equity.csv,downloaded,5218
EIH IB Equity,EIH Ltd,EIH-IB-Equity.csv,downloaded,5225
EIM IB Equity,Eicher Motors Ltd,EIM-IB-Equity.csv,downloaded,5213
ELCN IB Equity,Elecon Engineering Co Ltd,ELCN-IB-Equity.csv,downloaded,5065
ELEQ IB Equity,Elgi Equipments Ltd,ELEQ-IB-Equity.csv,downloaded,5193
EMBDL IB Equity,Embassy Developments Ltd,EMBDL-IB-Equity.csv,downloaded,3413
EMCURE IB Equity,Emcure Pharmaceuticals Ltd,EMCURE-IB-Equity.csv,too_short,0
ENDU IB Equity,Endurance Technologies Ltd,ENDU-IB-Equity.csv,downloaded,1043
ENGR IB Equity,Engineers India Ltd,ENGR-IB-Equity.csv,downloaded,5200
ENRIN IB Equity,Siemens Energy India Ltd,ENRIN-IB-Equity.csv,too_short,0
ERIS IB Equity,Eris Lifesciences Ltd,ERIS-IB-Equity.csv,downloaded,871
ESCORTS IB Equity,Escorts Kubota Ltd,ESCORTS-IB-Equity.csv,downloaded,5224
ETERNAL IB Equity,Eternal Ltd,ETERNAL-IB-Equity.csv,too_short,0
EXID IB Equity,Exide Industries Ltd,EXID-IB-Equity.csv,downloaded,5224
FB IB Equity,Federal Bank Ltd,FB-IB-Equity.csv,downloaded,5222
FINEORG IB Equity,Fine Organic Industries Ltd,FINEORG-IB-Equity.csv,downloaded,619
FIRSTCRY IB Equity,BrainBees Solutions Ltd,FIRSTCRY-IB-Equity.csv,too_short,0
FIVESTAR IB Equity,Five-Star Business Finance Ltd,FIVESTAR-IB-Equity.csv,too_short,0
FLUOROCH IB Equity,Gujarat Fluorochemicals Ltd,FLUOROCH-IB-Equity.csv,downloaded,304
FML IB Equity,Force Motors Ltd,FML-IB-Equity.csv,downloaded,4815
FNXC IB Equity,Finolex Cables Ltd,FNXC-IB-Equity.csv,downloaded,5225
FNXP IB Equity,Finolex Industries Ltd,FNXP-IB-Equity.csv,downloaded,5225
FORH IB Equity,Fortis Healthcare Ltd,FORH-IB-Equity.csv,downloaded,3385
FSOL IB Equity,Firstsource Solutions Ltd,FSOL-IB-Equity.csv,downloaded,3435
GABR IB Equity,Gabriel India Ltd,GABR-IB-Equity.csv,downloaded,5015
GAIL IB Equity,GAIL India Ltd,GAIL-IB-Equity.csv,downloaded,5224
GALL IB Equity,Gallantt Ispat Ltd,GALL-IB-Equity.csv,downloaded,3560
GCPL IB Equity,Godrej Consumer Products Ltd,GCPL-IB-Equity.csv,downloaded,4859
GDSP IB Equity,Godrej Industries Ltd,GDSP-IB-Equity.csv,downloaded,5215
GESCO IB Equity,Great Eastern Shipping Co Ltd/,GESCO-IB-Equity.csv,downloaded,5193
GICRE IB Equity,General Insurance Corp of Indi,GICRE-IB-Equity.csv,downloaded,790
GILL IB Equity,Gillette India Ltd,GILL-IB-Equity.csv,downloaded,5224
GLAND IB Equity,Gland Pharma Ltd,GLAND-IB-Equity.csv,too_short,28
GLXO IB Equity,GlaxoSmithKline Pharmaceutical,GLXO-IB-Equity.csv,downloaded,5225
GMDC IB Equity,Gujarat Mineral Development Co,GMDC-IB-Equity.csv,downloaded,5215
GMRAIRPO IB Equity,GMR Airports Ltd,GMRAIRPO-IB-Equity.csv,downloaded,3561
GNFC IB Equity,Gujarat Narmada Valley Fertili,GNFC-IB-Equity.csv,downloaded,5224
GNP IB Equity,Glenmark Pharmaceuticals Ltd,GNP-IB-Equity.csv,downloaded,5196
GOAGRO IB Equity,Godrej Agrovet Ltd,GOAGRO-IB-Equity.csv,downloaded,796
GODIGIT IB Equity,Go Digit General Insurance Ltd,GODIGIT-IB-Equity.csv,too_short,0
GODPI IB Equity,Godawari Power and Ispat Ltd,GODPI-IB-Equity.csv,downloaded,3645
GP IB Equity,Godfrey Phillips India Ltd,GP-IB-Equity.csv,downloaded,5092
GPL IB Equity,Godrej Properties Ltd,GPL-IB-Equity.csv,downloaded,2730
GRAN IB Equity,Granules India Ltd,GRAN-IB-Equity.csv,downloaded,4485
GRASIM IB Equity,Grasim Industries Ltd,GRASIM-IB-Equity.csv,downloaded,5225
GRAV IB Equity,Gravita India Ltd,GRAV-IB-Equity.csv,downloaded,2511
GRIL IB Equity,Graphite India Ltd,GRIL-IB-Equity.csv,downloaded,5162
GRSE IB Equity,Garden Reach Shipbuilders & En,GRSE-IB-Equity.csv,downloaded,552
GSFC IB Equity,Gujarat State Fertilizers & Ch,GSFC-IB-Equity.csv,downloaded,5225
GUJGA IB Equity,Gujarat Gas Ltd,GUJGA-IB-Equity.csv,downloaded,1309
GUJS IB Equity,Gujarat State Petronet Ltd,GUJS-IB-Equity.csv,downloaded,3689
GVTD IB Equity,GE Vernova T&D India Ltd,GVTD-IB-Equity.csv,downloaded,5197
HAPPSTMN IB Equity,Happiest Minds Technologies Lt,HAPPSTMN-IB-Equity.csv,downloaded,73
HAVL IB Equity,Havells India Ltd,HAVL-IB-Equity.csv,downloaded,5082
HBLENGIN IB Equity,HBL Engineering Ltd,HBLENGIN-IB-Equity.csv,downloaded,5163
HCLT IB Equity,HCL Technologies Ltd,HCLT-IB-Equity.csv,downloaded,5220
HCP IB Equity,Hindustan Copper Ltd,HCP-IB-Equity.csv,downloaded,4633
HDFCAMC IB Equity,HDFC Asset Management Co Ltd,HDFCAMC-IB-Equity.csv,downloaded,594
HDFCB IB Equity,HDFC Bank Ltd,HDFCB-IB-Equity.csv,downloaded,5226
HDFCLIFE IB Equity,HDFC Life Insurance Co Ltd,HDFCLIFE-IB-Equity.csv,downloaded,773
HEG IB Equity,HEG Ltd,HEG-IB-Equity.csv,downloaded,5215
HEXT IB Equity,Hexaware Technologies Ltd,HEXT-IB-Equity.csv,too_short,0
HMCL IB Equity,Hero MotoCorp Ltd,HMCL-IB-Equity.csv,downloaded,5225
HMFC IB Equity,HFCL Ltd,HMFC-IB-Equity.csv,downloaded,5206
HMN IB Equity,Emami Ltd,HMN-IB-Equity.csv,downloaded,4598
HNAL IB Equity,Hindustan Aeronautics Ltd,HNAL-IB-Equity.csv,downloaded,684
HNDL IB Equity,Hindalco Industries Ltd,HNDL-IB-Equity.csv,downloaded,5225
HOMEFIRS IB Equity,Home First Finance Co India Lt,HOMEFIRS-IB-Equity.csv,too_short,0
HONASA IB Equity,Honasa Consumer Ltd,HONASA-IB-Equity.csv,too_short,0
HPCL IB Equity,Hindustan Petroleum Corp Ltd,HPCL-IB-Equity.csv,downloaded,5225
HSCH IB Equity,Himadri Speciality Chemical Lt,HSCH-IB-Equity.csv,downloaded,5030
HUDCO IB Equity,Housing & Urban Development Co,HUDCO-IB-Equity.csv,downloaded,899
HUVR IB Equity,Hindustan Unilever Ltd,HUVR-IB-Equity.csv,downloaded,5226
HWA IB Equity,Honeywell Automation India Ltd,HWA-IB-Equity.csv,downloaded,5149
HYUNDAI IB Equity,Hyundai Motor India Ltd,HYUNDAI-IB-Equity.csv,too_short,0
HZ IB Equity,Hindustan Zinc Ltd,HZ-IB-Equity.csv,downloaded,5225
ICEM IB Equity,India Cements Ltd/The,ICEM-IB-Equity.csv,downloaded,5224
ICICIBC IB Equity,ICICI Bank Ltd,ICICIBC-IB-Equity.csv,downloaded,5225
ICICIGI IB Equity,ICICI Lombard General Insuranc,ICICIGI-IB-Equity.csv,downloaded,808
IDBI IB Equity,IDBI Bank Ltd,IDBI-IB-Equity.csv,downloaded,5226
IDEA IB Equity,Vodafone Idea Ltd,IDEA-IB-Equity.csv,downloaded,3424
IDFCFB IB Equity,IDFC First Bank Ltd,IDFCFB-IB-Equity.csv,downloaded,1275
IEX IB Equity,Indian Energy Exchange Ltd,IEX-IB-Equity.csv,downloaded,792
IFCI IB Equity,IFCI Ltd,IFCI-IB-Equity.csv,downloaded,5225
IGIL IB Equity,International Gemmological Ins,IGIL-IB-Equity.csv,too_short,0
IGL IB Equity,Indraprastha Gas Ltd,IGL-IB-Equity.csv,downloaded,4225
IH IB Equity,Indian Hotels Co Ltd/The,IH-IB-Equity.csv,downloaded,5225
IIB IB Equity,IndusInd Bank Ltd,IIB-IB-Equity.csv,downloaded,5224
IIFL IB Equity,IIFL Finance Ltd,IIFL-IB-Equity.csv,downloaded,3878
IKS IB Equity,Inventurus Knowledge Solutions,IKS-IB-Equity.csv,too_short,0
INBK IB Equity,Indian Bank,INBK-IB-Equity.csv,downloaded,3430
INDA IB Equity,Intellect Design Arena Ltd,INDA-IB-Equity.csv,downloaded,1495
INDGN IB Equity,Indegene Ltd,INDGN-IB-Equity.csv,too_short,0
INDIGO IB Equity,InterGlobe Aviation Ltd,INDIGO-IB-Equity.csv,downloaded,1273
INDUSTOW IB Equity,Indus Towers Ltd,INDUSTOW-IB-Equity.csv,downloaded,1983
INFO IB Equity,Infosys Ltd,INFO-IB-Equity.csv,downloaded,5226
INFOE IB Equity,Info Edge India Ltd,INFOE-IB-Equity.csv,downloaded,3497
INMART IB Equity,IndiaMart InterMesh Ltd,INMART-IB-Equity.csv,downloaded,372
INXW IB Equity,Inox Wind Ltd,INXW-IB-Equity.csv,downloaded,1421
IOB IB Equity,Indian Overseas Bank,IOB-IB-Equity.csv,downloaded,4983
IOCL IB Equity,Indian Oil Corp Ltd,IOCL-IB-Equity.csv,downloaded,5224
IPCA IB Equity,Ipca Laboratories Ltd,IPCA-IB-Equity.csv,downloaded,5224
IPRU IB Equity,ICICI Prudential Life Insuranc,IPRU-IB-Equity.csv,downloaded,1055
IRB IB Equity,IRB Infrastructure Developers,IRB-IB-Equity.csv,downloaded,3181
IRCON IB Equity,IRCON International Ltd,IRCON-IB-Equity.csv,downloaded,559
IRCTC IB Equity,Indian Railway Catering & Tour,IRCTC-IB-Equity.csv,downloaded,306
IREDA IB Equity,Indian Renewable Energy Develo,IREDA-IB-Equity.csv,too_short,0
IRFC IB Equity,Indian Railway Finance Corp Lt,IRFC-IB-Equity.csv,too_short,0
ITC IB Equity,ITC Ltd,ITC-IB-Equity.csv,downloaded,5225
ITCHOTEL IB Equity,ITC Hotels Ltd,ITCHOTEL-IB-Equity.csv,downloaded,1240
JBCP IB Equity,JB Chemicals & Pharmaceuticals,JBCP-IB-Equity.csv,downloaded,5222
JBMA IB Equity,JBM Auto Ltd,JBMA-IB-Equity.csv,downloaded,3977
JDSL IB Equity,Jindal Stainless Ltd,JDSL-IB-Equity.csv,downloaded,4255
JINDALST IB Equity,Jindal Steel Ltd,JINDALST-IB-Equity.csv,downloaded,5199
JIOFIN IB Equity,Jio Financial Services Ltd,JIOFIN-IB-Equity.csv,too_short,0
JKBK IB Equity,Jammu & Kashmir Bank Ltd/The,JKBK-IB-Equity.csv,downloaded,5216
JKCE IB Equity,JK Cement Ltd,JKCE-IB-Equity.csv,downloaded,3844
JKLC IB Equity,JK Lakshmi Cement Ltd,JKLC-IB-Equity.csv,downloaded,5183
JM IB Equity,JM Financial Ltd,JM-IB-Equity.csv,downloaded,4914
JPVL IB Equity,Jaiprakash Power Ventures Ltd,JPVL-IB-Equity.csv,downloaded,3899
JSAW IB Equity,Jindal Saw Ltd,JSAW-IB-Equity.csv,downloaded,5221
JSTL IB Equity,JSW Steel Ltd,JSTL-IB-Equity.csv,downloaded,5204
JSW IB Equity,JSW Energy Ltd,JSW-IB-Equity.csv,downloaded,2731
JSWDULUX IB Equity,JSW Dulux Ltd,JSWDULUX-IB-Equity.csv,downloaded,5224
JSWINFRA IB Equity,JSW Infrastructure Ltd,JSWINFRA-IB-Equity.csv,too_short,0
JUBI IB Equity,Jubilant Foodworks Ltd,JUBI-IB-Equity.csv,downloaded,2706
JUBLINGR IB Equity,Jubilant Ingrevia Ltd,JUBLINGR-IB-Equity.csv,too_short,0
JUBLPHAR IB Equity,Jubilant Pharmova Ltd,JUBLPHAR-IB-Equity.csv,downloaded,5191
JUST IB Equity,Just Dial Ltd,JUST-IB-Equity.csv,downloaded,1873
JWL IB Equity,Jupiter Wagons Ltd,JWL-IB-Equity.csv,downloaded,2532
JYL IB Equity,Jyothy Labs Ltd,JYL-IB-Equity.csv,downloaded,3227
JYOTICNC IB Equity,Jyoti CNC Automation Ltd,JYOTICNC-IB-Equity.csv,too_short,0
KALYANKJ IB Equity,Kalyan Jewellers India Ltd,KALYANKJ-IB-Equity.csv,too_short,0
KAYNES IB Equity,Kaynes Technology India Ltd,KAYNES-IB-Equity.csv,too_short,0
KECI IB Equity,KEC International Ltd,KECI-IB-Equity.csv,downloaded,3671
KEII IB Equity,KEI Industries Ltd,KEII-IB-Equity.csv,downloaded,4667
KFINTECH IB Equity,Kfin Technologies Ltd,KFINTECH-IB-Equity.csv,too_short,0
KIMS IB Equity,Krishna Institute of Medical S,KIMS-IB-Equity.csv,too_short,0
KJC IB Equity,Kajaria Ceramics Ltd,KJC-IB-Equity.csv,downloaded,5207
KKB IB Equity,Kirloskar Brothers Ltd,KKB-IB-Equity.csv,downloaded,5098
KKC IB Equity,Cummins India Ltd,KKC-IB-Equity.csv,downloaded,5224
KMB IB Equity,Kotak Mahindra Bank Ltd,KMB-IB-Equity.csv,downloaded,5225
KOEL IB Equity,Kirloskar Oil Engines Ltd,KOEL-IB-Equity.csv,downloaded,2484
KPIL IB Equity,Kalpataru Projects Internation,KPIL-IB-Equity.csv,downloaded,5031
KPITTECH IB Equity,KPIT Technologies Ltd,KPITTECH-IB-Equity.csv,downloaded,422
KPR IB Equity,KPR Mill Ltd,KPR-IB-Equity.csv,downloaded,3307
LATENTVI IB Equity,Latent View Analytics Ltd,LATENTVI-IB-Equity.csv,too_short,0
LAURUS IB Equity,Laurus Labs Ltd,LAURUS-IB-Equity.csv,downloaded,1001
LEMONTRE IB Equity,Lemon Tree Hotels Ltd,LEMONTRE-IB-Equity.csv,downloaded,679
LICHF IB Equity,LIC Housing Finance Ltd,LICHF-IB-Equity.csv,downloaded,5225
LICI IB Equity,Life Insurance Corp of India,LICI-IB-Equity.csv,too_short,0
LIIL IB Equity,Linde India Ltd,LIIL-IB-Equity.csv,downloaded,5202
LLOYDSME IB Equity,Lloyds Metals & Energy Ltd,LLOYDSME-IB-Equity.csv,downloaded,4977
LODHA IB Equity,Lodha Developers Ltd,LODHA-IB-Equity.csv,too_short,0
LPC IB Equity,Lupin Ltd,LPC-IB-Equity.csv,downloaded,5184
LT IB Equity,Larsen & Toubro Ltd,LT-IB-Equity.csv,downloaded,5201
